OG	Coleoptera	Diptera	Hymenoptera	Lepidoptera	Siphonaptera	coreColeoptera	coreDiptera	coreHymenoptera	coreLepidoptera	coreSiphonaptera	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL3839	1	1	1	1	1	no	no	yes	yes	yes	53	1.08	49
ORTHOMCL3840	1	1	1	1	1	yes	no	yes	no	yes	53	1.08	49
ORTHOMCL3841	1	1	1	1	1	yes	no	yes	no	yes	50	1.06	47
ORTHOMCL3844	1	1	1	1	1	no	no	yes	no	yes	51	1.50	34
ORTHOMCL3847	1	1	1	1	1	no	no	yes	yes	yes	51	1.06	48
ORTHOMCL3849	1	1	1	0	1	yes	no	no	no	yes	33	1.06	31
ORTHOMCL3850	1	1	1	0	1	yes	yes	yes	no	yes	45	1.18	38
ORTHOMCL3851	1	1	1	1	1	no	no	yes	yes	yes	60	1.67	36
ORTHOMCL3852	1	1	0	1	1	yes	no	no	yes	yes	48	1.30	37
ORTHOMCL3853	1	1	1	1	1	no	no	no	yes	yes	42	1.17	36
ORTHOMCL3854	1	1	1	1	1	yes	no	yes	yes	yes	60	1.20	50
ORTHOMCL3857	1	1	1	1	1	no	no	yes	yes	yes	61	1.24	49
ORTHOMCL3859	1	1	1	1	1	yes	yes	yes	no	yes	53	1.08	49
ORTHOMCL3860	1	1	1	0	1	yes	no	yes	no	yes	39	1.18	33
ORTHOMCL3861	1	1	1	1	1	yes	no	yes	yes	yes	55	1.12	49
ORTHOMCL3862	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL3863	1	0	1	1	1	yes	no	no	no	yes	40	1.29	31
ORTHOMCL3866	1	1	1	1	1	no	yes	no	yes	yes	46	1.12	41
ORTHOMCL3867	1	1	1	1	1	yes	no	no	yes	yes	52	1.11	47
ORTHOMCL3868	1	1	1	0	1	no	no	no	no	yes	38	3.80	10
ORTHOMCL3869	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL3871	1	1	1	1	1	yes	yes	yes	no	yes	56	1.12	50
ORTHOMCL3873	1	1	1	1	1	no	yes	yes	yes	yes	55	1.10	50
ORTHOMCL3874	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL3875	1	1	1	1	1	no	no	yes	no	yes	52	1.08	48
ORTHOMCL3879	1	1	1	1	1	yes	yes	no	no	yes	55	1.15	48
ORTHOMCL3882	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL3883	1	1	1	1	1	no	yes	yes	no	yes	50	1.04	48
ORTHOMCL3884	1	1	1	1	1	yes	yes	yes	no	yes	55	1.10	50
ORTHOMCL3885	1	1	1	1	1	yes	no	yes	yes	yes	57	1.16	49
ORTHOMCL3886	1	1	1	1	1	yes	no	yes	no	yes	47	1.09	43
ORTHOMCL3888	1	1	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL3889	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL3892	1	1	0	1	1	no	no	no	no	yes	30	1.15	26
ORTHOMCL3893	1	1	1	1	1	yes	no	yes	no	yes	55	1.12	49
ORTHOMCL3894	1	1	1	1	1	yes	yes	yes	no	yes	55	1.12	49
ORTHOMCL3895	1	1	1	1	1	no	yes	yes	no	yes	56	1.14	49
ORTHOMCL3896	1	1	1	1	1	no	no	yes	yes	yes	50	1.06	47
ORTHOMCL3897	1	1	0	1	1	no	no	no	no	yes	44	1.26	35
ORTHOMCL3898	1	1	1	1	1	yes	no	yes	yes	yes	55	1.12	49
ORTHOMCL3900	1	1	1	1	1	no	no	no	no	yes	41	1.08	38
ORTHOMCL3901	1	1	1	1	1	yes	no	no	yes	yes	43	1.30	33
ORTHOMCL3902	1	1	1	1	1	no	no	yes	no	yes	56	1.19	47
ORTHOMCL3903	1	1	1	1	1	no	no	no	no	yes	49	1.09	45
ORTHOMCL3904	1	0	1	1	1	no	no	no	no	yes	41	1.28	32
ORTHOMCL3905	1	1	0	1	1	yes	no	no	no	yes	38	1.58	24
ORTHOMCL3906	1	1	1	1	1	yes	yes	yes	no	yes	55	1.10	50
ORTHOMCL3907	1	1	1	1	1	no	no	no	no	yes	52	1.13	46
ORTHOMCL3910	1	1	0	1	1	yes	yes	no	yes	yes	42	1.11	38
ORTHOMCL3912	1	1	1	1	1	no	no	yes	no	yes	39	1.15	34
ORTHOMCL3914	1	1	1	1	1	no	no	yes	no	yes	58	1.21	48
ORTHOMCL3915	1	1	0	1	1	no	no	no	yes	yes	47	1.52	31
ORTHOMCL3917	1	1	1	1	1	yes	no	no	no	yes	36	1.12	32
ORTHOMCL3919	1	1	1	1	1	no	no	no	no	yes	42	1.08	39
ORTHOMCL3920	1	1	1	0	1	no	yes	yes	no	yes	40	1.08	37
ORTHOMCL3921	1	1	1	1	1	no	yes	yes	yes	yes	50	1.04	48
ORTHOMCL3922	1	1	1	1	1	yes	no	no	no	yes	43	1.19	36
ORTHOMCL3923	0	1	0	1	1	no	no	no	yes	yes	19	1.12	17
ORTHOMCL3924	1	1	1	1	1	no	no	yes	no	yes	52	1.30	40
ORTHOMCL3925	1	1	1	0	1	yes	yes	no	no	yes	43	1.16	37
ORTHOMCL3928	1	0	0	1	1	yes	no	no	no	yes	27	1.23	22
ORTHOMCL3930	1	1	1	0	1	yes	yes	yes	no	yes	41	1.08	38
ORTHOMCL3931	1	1	1	1	1	no	no	yes	yes	yes	54	1.10	49
ORTHOMCL3932	1	1	1	1	1	yes	no	yes	yes	yes	53	1.06	50
ORTHOMCL3933	1	1	1	1	1	no	no	yes	no	yes	50	1.14	44
ORTHOMCL3934	1	1	1	1	1	yes	yes	yes	no	yes	57	1.14	50
ORTHOMCL3935	1	1	1	1	1	yes	no	yes	no	yes	51	1.06	48
ORTHOMCL3937	1	1	1	1	1	no	no	no	yes	yes	57	1.21	47
ORTHOMCL3938	1	1	1	1	1	yes	no	yes	yes	yes	58	1.16	50
ORTHOMCL3939	1	1	1	1	1	no	no	yes	no	yes	58	1.41	41
ORTHOMCL3943	1	0	1	1	1	no	no	no	yes	yes	39	1.44	27
ORTHOMCL3944	1	1	1	1	1	yes	no	yes	yes	yes	52	1.04	50
ORTHOMCL3945	1	1	1	1	1	no	no	no	no	yes	55	2.04	27
ORTHOMCL3946	1	1	1	1	1	no	yes	yes	yes	yes	57	1.14	50
ORTHOMCL3947	1	1	1	1	1	yes	no	no	no	yes	49	1.02	48
ORTHOMCL3948	1	1	1	1	1	no	no	no	no	yes	48	1.07	45
ORTHOMCL3949	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL3951	1	1	1	1	1	no	yes	yes	yes	yes	54	1.08	50
ORTHOMCL3953	1	1	1	1	1	yes	no	yes	yes	yes	52	1.06	49
ORTHOMCL3954	1	1	1	1	1	yes	no	yes	yes	yes	40	1.05	38
ORTHOMCL3955	1	1	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL3958	1	1	1	1	1	no	no	no	no	yes	45	1.10	41
ORTHOMCL3959	1	1	1	1	1	no	no	yes	yes	yes	45	1.05	43
ORTHOMCL3961	1	1	0	1	1	yes	no	no	no	yes	48	1.45	33
ORTHOMCL3962	0	1	1	0	1	no	no	yes	no	yes	45	1.61	28
ORTHOMCL3963	1	1	1	1	1	no	no	no	yes	yes	51	1.11	46
ORTHOMCL3964	1	1	1	1	1	yes	no	yes	yes	yes	58	1.16	50
ORTHOMCL3965	1	1	1	1	1	no	yes	yes	yes	yes	52	1.04	50
ORTHOMCL3966	1	1	1	1	1	yes	no	yes	no	yes	40	1.14	35
ORTHOMCL3967	1	1	1	1	1	yes	yes	yes	no	yes	58	1.16	50
ORTHOMCL3968	1	1	1	1	1	yes	no	no	no	yes	60	1.33	45
ORTHOMCL3969	1	1	1	1	1	yes	yes	no	no	yes	56	1.17	48
ORTHOMCL3970	1	1	1	0	1	yes	yes	yes	no	yes	42	1.11	38
ORTHOMCL3971	1	0	1	0	1	no	no	yes	no	yes	18	1.20	15
ORTHOMCL3972	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL3973	1	0	1	1	1	yes	no	yes	no	yes	37	1.09	34
ORTHOMCL3974	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL3975	1	1	1	1	1	no	no	no	yes	yes	45	1.02	44
ORTHOMCL3976	0	1	0	1	1	no	no	no	no	yes	43	1.95	22
ORTHOMCL3978	1	1	1	1	1	yes	no	yes	yes	yes	56	1.14	49
ORTHOMCL3980	1	1	1	1	1	yes	yes	yes	yes	yes	59	1.16	51
ORTHOMCL3981	1	1	1	1	1	yes	yes	yes	no	yes	57	1.21	47
ORTHOMCL3983	1	1	1	1	1	no	no	yes	no	yes	55	1.17	47
ORTHOMCL3984	1	1	1	1	1	yes	no	yes	no	yes	52	1.08	48
ORTHOMCL3986	1	1	1	1	1	no	yes	yes	no	yes	53	1.08	49
ORTHOMCL3987	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL3988	1	1	1	0	1	no	no	yes	no	yes	33	1.06	31
ORTHOMCL3990	1	1	1	1	1	no	no	no	yes	yes	45	1.02	44
ORTHOMCL3992	1	1	1	0	1	no	no	yes	no	yes	37	1.28	29
ORTHOMCL3993	1	1	1	1	1	no	yes	yes	no	yes	51	1.04	49
ORTHOMCL3994	1	1	1	1	1	no	yes	yes	yes	yes	58	1.16	50
ORTHOMCL3995	1	1	1	1	1	yes	no	no	yes	yes	55	1.12	49
ORTHOMCL3996	1	1	1	0	1	no	no	no	no	yes	40	1.14	35
ORTHOMCL3997	1	1	1	1	1	no	no	yes	yes	yes	43	1.07	40
ORTHOMCL3998	1	1	1	0	1	yes	yes	yes	no	yes	42	1.11	38
ORTHOMCL3999	1	1	1	1	1	yes	no	no	yes	yes	57	1.46	39
ORTHOMCL4000	1	1	1	1	1	yes	no	no	yes	yes	51	1.09	47
ORTHOMCL4001	1	1	1	1	1	no	yes	yes	yes	yes	57	1.14	50
ORTHOMCL4004	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL4005	0	1	1	1	1	no	no	yes	no	yes	40	2.50	16
ORTHOMCL4006	1	1	1	1	1	yes	no	yes	yes	yes	50	1.04	48
ORTHOMCL4007	1	1	1	1	1	no	no	yes	yes	yes	51	1.16	44
ORTHOMCL4008	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL4009	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL4011	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL4013	1	0	0	1	1	no	no	no	no	yes	15	1.36	11
ORTHOMCL4014	1	1	1	1	1	no	no	no	no	yes	61	4.07	15
ORTHOMCL4018	1	1	1	1	1	no	yes	no	no	yes	51	1.16	44
ORTHOMCL4020	1	1	1	1	1	no	no	yes	no	yes	49	1.32	37
ORTHOMCL4021	1	1	1	1	1	yes	yes	yes	no	yes	55	1.10	50
ORTHOMCL4023	1	1	1	1	1	yes	no	yes	no	yes	55	1.12	49
ORTHOMCL4024	1	1	1	1	1	yes	no	yes	no	yes	56	1.14	49
ORTHOMCL4025	1	1	1	1	1	yes	no	no	no	yes	40	1.21	33
ORTHOMCL4026	1	1	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL4027	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL4028	1	1	1	1	1	yes	yes	yes	no	yes	57	1.14	50
ORTHOMCL4031	1	1	1	0	1	no	no	yes	no	yes	30	1.07	28
ORTHOMCL4032	1	1	1	1	1	no	no	yes	no	yes	40	1.18	34
ORTHOMCL4033	1	1	1	1	1	no	yes	yes	no	yes	53	1.08	49
ORTHOMCL4035	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL4037	1	1	1	1	1	no	yes	yes	no	yes	55	1.15	48
ORTHOMCL4039	1	1	1	1	1	yes	no	yes	no	yes	40	1.05	38
ORTHOMCL4040	1	1	1	1	1	no	yes	yes	yes	yes	54	1.08	50
ORTHOMCL4041	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL4042	1	1	1	1	1	no	no	yes	no	yes	51	1.09	47
ORTHOMCL4043	1	1	1	1	1	yes	yes	no	yes	yes	57	1.19	48
ORTHOMCL4044	1	1	0	1	1	yes	no	no	yes	yes	42	1.14	37
ORTHOMCL4047	1	1	1	1	1	no	yes	yes	no	yes	52	1.06	49
ORTHOMCL4048	0	0	0	1	1	no	no	no	no	yes	59	5.36	11
ORTHOMCL4049	1	1	1	1	1	yes	no	no	no	yes	56	1.24	45
ORTHOMCL4050	1	1	1	1	1	yes	yes	no	no	yes	58	1.18	49
ORTHOMCL4051	1	1	1	1	1	no	no	yes	no	yes	55	1.17	47
ORTHOMCL4052	1	1	1	1	1	yes	no	yes	yes	yes	54	1.10	49
ORTHOMCL4053	1	1	1	1	1	yes	no	yes	no	yes	52	1.11	47
ORTHOMCL4054	1	1	1	1	1	no	no	yes	yes	yes	59	1.20	49
ORTHOMCL4055	1	1	1	1	1	no	no	no	yes	yes	48	1.07	45
ORTHOMCL4056	1	1	1	1	1	no	no	yes	yes	yes	60	1.28	47
ORTHOMCL4059	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL4062	1	1	1	1	1	no	no	no	yes	yes	42	1.17	36
ORTHOMCL4063	1	1	1	1	1	yes	yes	no	no	yes	54	1.10	49
ORTHOMCL4064	1	1	1	1	1	yes	no	yes	yes	yes	52	1.06	49
ORTHOMCL4065	1	1	1	1	1	yes	no	yes	yes	yes	51	1.04	49
ORTHOMCL4066	1	1	1	1	1	yes	no	no	no	yes	42	1.14	37
ORTHOMCL4067	1	1	1	1	1	no	no	yes	no	yes	50	1.06	47
ORTHOMCL4068	0	1	0	0	1	no	no	no	no	yes	16	1.23	13
ORTHOMCL4069	1	1	1	1	1	no	no	yes	no	yes	37	1.00	37
ORTHOMCL4073	1	1	1	1	1	no	yes	yes	yes	yes	60	1.20	50
ORTHOMCL4077	1	1	0	1	1	yes	no	no	no	yes	31	1.72	18
ORTHOMCL4078	1	1	1	1	1	no	no	no	yes	yes	53	1.10	48
ORTHOMCL4080	1	1	1	1	1	yes	no	yes	no	yes	51	1.46	35
ORTHOMCL4081	1	1	1	1	1	no	yes	yes	yes	yes	52	1.04	50
ORTHOMCL4082	1	1	1	1	1	yes	no	yes	yes	yes	55	1.12	49
ORTHOMCL4083	1	1	1	1	1	yes	no	no	no	yes	26	1.04	25
ORTHOMCL4084	1	1	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL4085	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL4086	1	1	1	1	1	yes	no	yes	no	yes	51	1.06	48
ORTHOMCL4089	1	1	1	1	1	no	yes	yes	no	yes	56	1.14	49
ORTHOMCL4091	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL4092	1	1	0	1	1	yes	no	no	yes	yes	39	1.11	35
ORTHOMCL4093	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4095	1	1	1	1	1	yes	no	yes	no	yes	54	1.10	49
ORTHOMCL4097	1	0	1	0	1	no	no	no	no	yes	20	1.11	18
ORTHOMCL4106	1	1	1	1	1	yes	no	yes	no	yes	46	1.12	41
ORTHOMCL4107	1	1	1	1	1	no	no	no	yes	yes	49	1.07	46
ORTHOMCL4108	1	1	1	1	1	no	yes	yes	no	yes	55	1.15	48
ORTHOMCL4111	1	1	1	1	1	yes	no	yes	yes	yes	59	1.18	50
ORTHOMCL4112	1	1	1	1	1	no	no	no	no	yes	48	2.82	17
ORTHOMCL4113	0	1	1	1	1	no	no	yes	no	yes	44	1.13	39
ORTHOMCL4114	1	1	1	1	1	no	no	yes	no	yes	52	1.16	45
ORTHOMCL4115	1	1	1	1	1	no	no	yes	no	yes	56	1.19	47
ORTHOMCL4116	1	1	0	1	1	no	yes	no	no	yes	45	1.25	36
ORTHOMCL4119	1	1	1	0	1	no	no	no	no	yes	29	1.04	28
ORTHOMCL4120	1	1	1	1	1	no	no	yes	yes	yes	44	1.29	34
ORTHOMCL4122	1	1	1	1	1	yes	no	no	no	yes	54	1.35	40
ORTHOMCL4125	1	1	1	1	1	no	yes	yes	no	yes	49	1.02	48
ORTHOMCL4126	1	1	1	1	1	yes	no	yes	no	yes	45	1.07	42
ORTHOMCL4127	1	1	1	1	1	yes	no	yes	yes	yes	57	1.14	50
ORTHOMCL4130	1	1	1	1	1	yes	yes	yes	no	yes	52	1.06	49
ORTHOMCL4131	1	1	1	1	1	no	yes	yes	yes	yes	55	1.12	49
ORTHOMCL4132	1	1	1	1	1	no	no	no	no	yes	37	1.12	33
ORTHOMCL4135	1	1	1	1	1	no	yes	yes	yes	yes	55	1.10	50
ORTHOMCL4137	1	1	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL4138	1	0	1	1	1	no	no	no	yes	yes	36	1.06	34
ORTHOMCL4141	1	1	1	1	1	yes	no	yes	no	yes	51	1.04	49
ORTHOMCL4142	1	1	1	1	1	yes	no	no	no	yes	57	1.58	36
ORTHOMCL4144	1	1	1	1	1	no	no	yes	no	yes	46	1.10	42
ORTHOMCL4145	1	1	1	1	1	no	no	yes	no	yes	49	1.07	46
ORTHOMCL4146	1	1	1	1	1	no	no	yes	no	yes	50	1.14	44
ORTHOMCL4147	1	1	1	1	1	no	yes	yes	no	yes	52	1.06	49
ORTHOMCL4150	1	1	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL4151	1	1	1	1	1	yes	no	yes	no	yes	49	1.04	47
ORTHOMCL4152	1	1	1	0	1	no	no	no	no	yes	33	1.38	24
ORTHOMCL4153	1	0	1	0	1	no	no	no	no	yes	19	1.06	18
ORTHOMCL4156	1	1	1	1	1	no	yes	no	yes	yes	50	1.06	47
ORTHOMCL4157	1	1	1	1	1	yes	no	yes	yes	yes	53	1.06	50
ORTHOMCL4158	1	1	1	1	1	yes	no	yes	no	yes	54	1.10	49
ORTHOMCL4159	1	1	1	1	1	no	yes	yes	no	yes	54	1.12	48
ORTHOMCL4160	1	1	0	1	1	no	no	no	no	yes	32	1.10	29
ORTHOMCL4161	0	1	0	1	1	no	no	no	no	yes	45	1.73	26
ORTHOMCL4162	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4163	1	1	0	1	1	no	yes	no	no	yes	48	2.00	24
ORTHOMCL4164	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL4165	1	0	1	1	1	no	no	no	no	yes	42	1.68	25
ORTHOMCL4166	1	0	1	1	1	no	no	yes	no	yes	18	1.00	18
ORTHOMCL4168	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4169	1	1	1	1	1	no	no	no	no	yes	50	1.09	46
ORTHOMCL4170	1	1	0	0	1	no	yes	no	no	yes	40	1.67	24
ORTHOMCL4171	1	1	1	1	1	yes	no	yes	yes	yes	52	1.06	49
ORTHOMCL4172	1	1	1	1	1	no	no	yes	no	yes	41	1.14	36
ORTHOMCL4174	1	1	1	1	1	no	yes	yes	yes	yes	59	1.18	50
ORTHOMCL4175	1	1	1	1	1	no	no	yes	no	yes	52	1.37	38
ORTHOMCL4177	1	1	0	0	1	no	no	no	no	yes	23	1.15	20
ORTHOMCL4179	1	1	1	1	1	no	no	no	no	yes	43	1.43	30
ORTHOMCL4180	1	1	1	0	1	no	no	yes	no	yes	25	1.04	24
ORTHOMCL4182	1	1	1	0	1	yes	no	yes	no	yes	39	1.11	35
ORTHOMCL4183	1	1	1	1	1	no	yes	no	yes	yes	50	1.06	47
ORTHOMCL4184	1	1	1	1	1	no	no	yes	no	yes	42	1.02	41
ORTHOMCL4185	1	1	0	1	1	yes	yes	no	yes	yes	45	1.18	38
ORTHOMCL4186	1	1	1	1	1	no	no	yes	no	yes	56	1.24	45
ORTHOMCL4187	1	1	1	1	1	no	no	no	yes	yes	54	1.32	41
ORTHOMCL4188	1	1	1	1	1	no	no	no	yes	yes	48	1.07	45
ORTHOMCL4189	1	1	1	1	1	no	no	yes	no	yes	48	1.12	43
ORTHOMCL4193	1	1	1	0	1	no	no	no	no	yes	30	1.67	18
ORTHOMCL4194	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4195	1	1	1	0	1	no	no	no	no	yes	30	1.43	21
ORTHOMCL4196	1	1	1	1	1	yes	no	no	yes	yes	54	1.17	46
ORTHOMCL4197	1	1	0	0	1	no	no	no	no	yes	45	6.43	7
ORTHOMCL4198	1	1	1	1	1	yes	yes	yes	no	yes	56	1.12	50
ORTHOMCL4199	1	1	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL4200	1	1	1	0	1	yes	no	no	no	yes	43	1.23	35
ORTHOMCL4203	1	1	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL4205	1	1	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL4207	1	1	0	1	1	yes	no	no	yes	yes	45	1.32	34
ORTHOMCL4208	1	1	1	1	1	yes	no	no	yes	yes	53	1.08	49
ORTHOMCL4210	1	1	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL4211	1	1	1	0	1	no	yes	yes	no	yes	41	1.11	37
ORTHOMCL4212	1	1	1	1	1	no	no	yes	yes	yes	56	1.14	49
ORTHOMCL4215	1	1	1	1	1	yes	yes	yes	yes	yes	55	1.08	51
ORTHOMCL4216	1	1	1	1	1	no	no	no	no	yes	38	1.12	34
ORTHOMCL4217	0	1	1	1	1	no	yes	no	no	yes	45	1.18	38
ORTHOMCL4218	1	1	1	1	1	no	no	no	no	yes	41	1.08	38
ORTHOMCL4221	1	1	1	1	1	no	yes	yes	yes	yes	48	1.12	43
ORTHOMCL4222	1	1	1	1	1	yes	yes	yes	no	yes	58	1.16	50
ORTHOMCL4225	1	1	1	1	1	no	yes	yes	no	yes	52	1.08	48
ORTHOMCL4226	1	1	1	1	1	no	no	no	no	yes	38	1.03	37
ORTHOMCL4227	1	1	1	1	1	no	no	yes	yes	yes	55	1.12	49
ORTHOMCL4228	1	1	1	1	1	no	yes	yes	no	yes	42	1.11	38
ORTHOMCL4229	1	1	1	0	1	yes	yes	yes	no	yes	39	1.03	38
ORTHOMCL4231	1	1	1	1	1	no	no	yes	yes	yes	57	1.19	48
ORTHOMCL4232	1	0	1	1	1	no	no	no	no	yes	57	4.07	14
ORTHOMCL4233	1	1	1	1	1	no	no	no	no	yes	41	1.86	22
ORTHOMCL4234	1	1	1	1	1	no	no	yes	no	yes	41	1.21	34
ORTHOMCL4235	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL4236	1	0	1	1	1	yes	no	yes	no	yes	35	1.00	35
ORTHOMCL4237	0	0	1	0	1	no	no	no	no	yes	20	1.82	11
ORTHOMCL4238	1	1	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL4239	1	1	1	1	1	yes	no	no	no	yes	49	1.04	47
ORTHOMCL4240	1	1	1	1	1	no	no	yes	no	yes	51	1.11	46
ORTHOMCL4241	1	1	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL4242	1	1	1	1	1	no	no	no	yes	yes	45	1.05	43
ORTHOMCL4243	1	1	1	1	1	yes	no	yes	yes	yes	52	1.06	49
ORTHOMCL4244	1	0	1	1	1	no	no	no	yes	yes	34	1.00	34
ORTHOMCL4246	1	1	1	1	1	no	yes	yes	no	yes	41	1.08	38
ORTHOMCL4248	1	1	1	1	1	yes	yes	yes	no	yes	41	1.05	39
ORTHOMCL4250	1	1	1	1	1	no	no	no	no	yes	20	1.05	19
ORTHOMCL4252	1	1	0	1	1	no	yes	no	yes	yes	54	1.46	37
ORTHOMCL4254	1	1	1	1	1	yes	no	yes	yes	yes	53	1.06	50
ORTHOMCL4255	1	1	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL4257	1	1	1	1	1	yes	no	yes	yes	yes	42	1.08	39
ORTHOMCL4259	1	1	1	1	1	yes	no	no	yes	yes	54	1.10	49
ORTHOMCL4260	1	1	1	1	1	no	no	yes	yes	yes	53	1.10	48
ORTHOMCL4261	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4262	1	1	1	1	1	yes	no	yes	no	yes	50	1.09	46
ORTHOMCL4264	1	1	1	1	1	yes	no	yes	no	yes	52	1.06	49
ORTHOMCL4266	1	1	1	1	1	no	no	no	yes	yes	48	1.26	38
ORTHOMCL4267	1	1	0	1	1	yes	no	no	yes	yes	49	1.32	37
ORTHOMCL4269	1	1	1	1	1	yes	no	yes	no	yes	45	1.02	44
ORTHOMCL4270	1	1	1	1	1	no	no	yes	yes	yes	55	1.12	49
ORTHOMCL4271	1	1	1	1	1	no	no	yes	yes	yes	50	1.06	47
ORTHOMCL4272	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4274	1	1	1	1	1	no	no	yes	no	yes	54	1.15	47
ORTHOMCL4275	1	1	1	1	1	yes	no	yes	yes	yes	53	1.08	49
ORTHOMCL4276	1	1	1	1	1	no	yes	yes	no	yes	52	1.06	49
ORTHOMCL4277	1	1	1	1	1	no	no	yes	no	yes	56	1.17	48
ORTHOMCL4278	1	1	1	1	1	yes	yes	yes	no	yes	54	1.08	50
ORTHOMCL4279	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL4280	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL4281	1	1	1	1	1	no	yes	yes	yes	yes	52	1.06	49
ORTHOMCL4282	1	1	1	1	1	no	no	yes	yes	yes	54	1.10	49
ORTHOMCL4283	1	1	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL4286	1	1	1	1	1	yes	no	yes	yes	yes	53	1.08	49
ORTHOMCL4287	1	1	1	1	1	no	no	no	yes	yes	51	1.09	47
ORTHOMCL4288	1	1	1	1	1	no	yes	no	no	yes	39	1.08	36
ORTHOMCL4289	0	1	1	1	1	no	no	yes	yes	yes	30	1.07	28
ORTHOMCL4291	1	1	1	1	1	no	no	yes	no	yes	52	1.21	43
ORTHOMCL4292	1	1	1	1	1	no	no	yes	no	yes	48	1.02	47
ORTHOMCL4293	1	1	1	1	1	no	no	yes	no	yes	50	1.06	47
ORTHOMCL4294	1	1	1	1	1	no	no	no	no	yes	56	3.50	16
ORTHOMCL4295	1	1	1	1	1	yes	no	yes	no	yes	56	1.14	49
ORTHOMCL4297	1	1	1	1	1	no	no	yes	no	yes	52	1.30	40
ORTHOMCL4298	1	1	1	1	1	no	no	yes	no	yes	36	1.16	31
ORTHOMCL4299	1	1	1	1	1	yes	no	yes	no	yes	38	1.03	37
ORTHOMCL4301	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4304	1	1	1	0	1	yes	no	yes	no	yes	40	1.08	37
ORTHOMCL4305	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL4306	1	1	1	1	1	yes	no	yes	no	yes	50	1.04	48
ORTHOMCL4308	1	1	1	1	1	no	no	no	no	yes	49	1.14	43
ORTHOMCL4309	1	1	1	1	1	no	no	yes	yes	yes	51	1.04	49
ORTHOMCL4310	1	1	1	1	1	yes	no	yes	no	yes	45	1.12	40
ORTHOMCL4312	1	1	1	1	1	yes	no	no	no	yes	42	1.31	32
ORTHOMCL4313	0	0	1	0	1	no	no	no	no	yes	12	1.09	11
