OG	Coleoptera	Diptera	Hymenoptera	Lepidoptera	Siphonaptera	coreColeoptera	coreDiptera	coreHymenoptera	coreLepidoptera	coreSiphonaptera	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL2502	0	0	0	0	1	no	no	no	no	yes	46	1.44	32
ORTHOMCL2503	0	1	1	1	1	no	yes	yes	yes	yes	58	1.16	50
ORTHOMCL2504	0	0	1	1	1	no	no	yes	yes	yes	59	1.20	49
ORTHOMCL2507	0	0	1	1	1	no	no	yes	yes	yes	56	1.17	48
ORTHOMCL2508	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL2509	1	1	1	0	1	yes	yes	yes	no	yes	62	1.24	50
ORTHOMCL2510	0	1	1	0	1	no	yes	yes	no	yes	76	1.62	47
ORTHOMCL2511	0	0	1	1	1	no	no	yes	yes	yes	48	1.02	47
ORTHOMCL2515	1	0	1	0	1	yes	no	yes	no	yes	46	1.21	38
ORTHOMCL2516	1	0	0	1	1	yes	no	no	yes	yes	52	1.06	49
ORTHOMCL2517	1	0	1	1	1	yes	no	yes	yes	yes	51	1.42	36
ORTHOMCL2518	0	1	1	0	1	no	yes	yes	no	yes	37	1.23	30
ORTHOMCL2519	1	0	1	1	1	yes	no	yes	yes	yes	54	1.10	49
ORTHOMCL2522	1	0	1	0	1	yes	no	yes	no	yes	65	1.35	48
ORTHOMCL2523	0	0	0	0	1	no	no	no	no	yes	45	1.10	41
ORTHOMCL2524	1	1	1	1	1	yes	yes	yes	yes	yes	67	1.31	51
ORTHOMCL2526	1	0	1	1	1	yes	no	yes	yes	yes	52	1.06	49
ORTHOMCL2527	0	0	1	1	1	no	no	yes	yes	yes	62	1.27	49
ORTHOMCL2528	1	0	1	0	1	yes	no	yes	no	yes	52	1.11	47
ORTHOMCL2529	0	0	0	0	1	no	no	no	no	yes	60	2.07	29
ORTHOMCL2530	0	0	1	1	1	no	no	yes	yes	yes	65	1.33	49
ORTHOMCL2531	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2532	1	1	1	1	1	yes	yes	yes	yes	yes	59	1.16	51
ORTHOMCL2534	1	0	1	0	1	yes	no	yes	no	yes	52	1.13	46
ORTHOMCL2535	1	0	1	1	1	yes	no	yes	yes	yes	51	1.02	50
ORTHOMCL2536	0	0	0	1	1	no	no	no	yes	yes	58	1.49	39
ORTHOMCL2540	1	0	0	1	1	yes	no	no	yes	yes	32	1.14	28
ORTHOMCL2541	1	1	1	0	1	yes	yes	yes	no	yes	59	1.18	50
ORTHOMCL2542	1	0	1	0	1	yes	no	yes	no	yes	49	1.40	35
ORTHOMCL2543	1	0	1	1	1	yes	no	yes	yes	yes	58	1.16	50
ORTHOMCL2544	1	0	1	1	1	yes	no	yes	yes	yes	58	1.21	48
ORTHOMCL2545	1	0	0	1	1	yes	no	no	yes	yes	52	1.86	28
ORTHOMCL2547	1	1	1	0	1	yes	yes	yes	no	yes	72	1.44	50
ORTHOMCL2548	1	0	0	0	1	yes	no	no	no	yes	50	1.06	47
ORTHOMCL2549	0	1	0	0	1	no	yes	no	no	yes	53	1.51	35
ORTHOMCL2550	1	0	1	1	1	yes	no	yes	yes	yes	50	1.19	42
ORTHOMCL2552	0	0	1	1	1	no	no	yes	yes	yes	50	1.11	45
ORTHOMCL2553	0	0	0	0	1	no	no	no	no	yes	8	1.33	6
ORTHOMCL2554	1	0	0	0	1	yes	no	no	no	yes	64	2.21	29
ORTHOMCL2555	1	1	1	0	1	yes	yes	yes	no	yes	51	1.09	47
ORTHOMCL2556	0	0	1	0	1	no	no	yes	no	yes	57	1.24	46
ORTHOMCL2558	0	0	1	1	1	no	no	yes	yes	yes	56	1.17	48
ORTHOMCL2559	1	1	1	0	1	yes	yes	yes	no	yes	64	1.31	49
ORTHOMCL2561	1	0	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL2562	1	1	1	1	1	yes	yes	yes	yes	yes	66	1.29	51
ORTHOMCL2563	1	0	1	1	1	yes	no	yes	yes	yes	54	1.50	36
ORTHOMCL2564	0	1	1	1	1	no	yes	yes	yes	yes	73	1.49	49
ORTHOMCL2565	0	0	0	0	1	no	no	no	no	yes	54	1.15	47
ORTHOMCL2568	1	1	0	0	1	yes	yes	no	no	yes	53	1.08	49
ORTHOMCL2569	0	0	0	0	1	no	no	no	no	yes	72	3.60	20
ORTHOMCL2571	0	0	1	1	1	no	no	yes	yes	yes	39	1.11	35
ORTHOMCL2572	0	1	1	1	1	no	yes	yes	yes	yes	63	1.26	50
ORTHOMCL2573	0	0	0	1	1	no	no	no	yes	yes	40	1.11	36
ORTHOMCL2574	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL2576	1	0	0	0	1	yes	no	no	no	yes	41	1.21	34
ORTHOMCL2577	0	1	0	0	1	no	yes	no	no	yes	54	1.12	48
ORTHOMCL2578	1	1	1	0	1	yes	yes	yes	no	yes	55	1.12	49
ORTHOMCL2579	1	0	0	1	1	yes	no	no	yes	yes	65	1.35	48
ORTHOMCL2582	1	1	1	1	1	yes	yes	yes	yes	yes	66	1.29	51
ORTHOMCL2583	0	1	0	0	1	no	yes	no	no	yes	51	1.09	47
ORTHOMCL2584	1	0	1	0	1	yes	no	yes	no	yes	54	1.15	47
ORTHOMCL2585	1	0	1	1	1	yes	no	yes	yes	yes	51	1.06	48
ORTHOMCL2586	0	0	1	1	1	no	no	yes	yes	yes	53	1.08	49
ORTHOMCL2587	1	1	1	0	1	yes	yes	yes	no	yes	65	1.30	50
ORTHOMCL2588	0	0	0	0	1	no	no	no	no	yes	42	1.05	40
ORTHOMCL2589	0	1	1	1	1	no	yes	yes	yes	yes	53	1.08	49
ORTHOMCL2591	1	0	1	1	1	yes	no	yes	yes	yes	62	1.24	50
ORTHOMCL2592	0	1	1	1	1	no	yes	yes	yes	yes	57	1.19	48
ORTHOMCL2594	1	1	1	1	1	yes	yes	yes	yes	yes	61	1.20	51
ORTHOMCL2596	1	0	1	0	1	yes	no	yes	no	yes	50	1.02	49
ORTHOMCL2597	0	0	1	1	1	no	no	yes	yes	yes	51	1.06	48
ORTHOMCL2598	0	1	1	1	1	no	yes	yes	yes	yes	52	1.04	50
ORTHOMCL2599	0	0	1	1	1	no	no	yes	yes	yes	57	1.16	49
ORTHOMCL2604	1	0	0	0	1	yes	no	no	no	yes	50	1.06	47
ORTHOMCL2606	1	0	0	0	1	yes	no	no	no	yes	33	1.06	31
ORTHOMCL2607	0	0	0	0	1	no	no	no	no	yes	50	1.52	33
ORTHOMCL2608	0	1	0	0	1	no	yes	no	no	yes	55	1.15	48
ORTHOMCL2610	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL2611	1	0	1	1	1	yes	no	yes	yes	yes	63	1.26	50
ORTHOMCL2612	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2614	1	0	0	1	1	yes	no	no	yes	yes	75	1.53	49
ORTHOMCL2615	0	0	0	1	1	no	no	no	yes	yes	51	2.43	21
ORTHOMCL2616	0	0	1	1	1	no	no	yes	yes	yes	43	1.05	41
ORTHOMCL2617	0	1	0	0	1	no	yes	no	no	yes	40	1.18	34
ORTHOMCL2619	1	1	1	1	1	yes	yes	yes	yes	yes	61	1.20	51
ORTHOMCL2621	0	0	1	0	1	no	no	yes	no	yes	37	1.06	35
ORTHOMCL2622	1	0	1	0	1	yes	no	yes	no	yes	63	1.34	47
ORTHOMCL2623	1	0	1	0	1	yes	no	yes	no	yes	60	1.22	49
ORTHOMCL2624	1	1	1	0	1	yes	yes	yes	no	yes	56	1.14	49
ORTHOMCL2625	1	0	0	1	1	yes	no	no	yes	yes	67	2.03	33
ORTHOMCL2626	1	0	0	1	1	yes	no	no	yes	yes	61	1.91	32
ORTHOMCL2627	1	0	1	1	1	yes	no	yes	yes	yes	53	1.06	50
ORTHOMCL2628	0	0	0	1	1	no	no	no	yes	yes	70	2.41	29
ORTHOMCL2629	1	1	1	1	1	yes	yes	yes	yes	yes	66	1.29	51
ORTHOMCL2630	0	0	1	1	1	no	no	yes	yes	yes	48	1.55	31
ORTHOMCL2631	1	0	1	1	1	yes	no	yes	yes	yes	42	1.11	38
ORTHOMCL2632	1	0	1	0	1	yes	no	yes	no	yes	52	1.13	46
ORTHOMCL2634	1	1	1	1	1	yes	yes	yes	yes	yes	63	1.24	51
ORTHOMCL2635	0	1	1	1	1	no	yes	yes	yes	yes	53	1.06	50
ORTHOMCL2636	0	1	0	0	1	no	yes	no	no	yes	50	1.09	46
ORTHOMCL2637	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL2638	0	0	1	1	1	no	no	yes	yes	yes	52	1.06	49
ORTHOMCL2641	0	0	1	0	1	no	no	yes	no	yes	51	1.09	47
ORTHOMCL2642	1	0	1	1	1	yes	no	yes	yes	yes	59	1.20	49
ORTHOMCL2643	0	0	0	1	1	no	no	no	yes	yes	36	1.12	32
ORTHOMCL2644	1	0	1	1	1	yes	no	yes	yes	yes	71	1.45	49
ORTHOMCL2645	1	1	1	1	1	yes	yes	yes	yes	yes	65	1.27	51
ORTHOMCL2646	0	0	1	0	1	no	no	yes	no	yes	58	1.21	48
ORTHOMCL2647	0	1	1	1	1	no	yes	yes	yes	yes	57	1.14	50
ORTHOMCL2649	1	1	0	1	1	yes	yes	no	yes	yes	59	1.18	50
ORTHOMCL2650	1	0	1	1	1	yes	no	yes	yes	yes	42	1.05	40
ORTHOMCL2651	1	0	1	0	1	yes	no	yes	no	yes	46	1.24	37
ORTHOMCL2652	0	0	0	0	1	no	no	no	no	yes	33	1.06	31
ORTHOMCL2653	1	1	1	1	1	yes	yes	yes	yes	yes	59	1.16	51
ORTHOMCL2654	1	0	0	0	1	yes	no	no	no	yes	37	1.61	23
ORTHOMCL2655	0	0	1	0	1	no	no	yes	no	yes	58	1.23	47
ORTHOMCL2657	1	0	1	0	1	yes	no	yes	no	yes	25	1.09	23
ORTHOMCL2658	0	1	1	0	1	no	yes	yes	no	yes	58	1.18	49
ORTHOMCL2659	1	1	1	1	1	yes	yes	yes	yes	yes	64	1.25	51
ORTHOMCL2660	0	1	1	1	1	no	yes	yes	yes	yes	61	1.22	50
ORTHOMCL2661	0	0	0	0	1	no	no	no	no	yes	44	3.14	14
ORTHOMCL2662	1	0	1	1	1	yes	no	yes	yes	yes	59	1.20	49
ORTHOMCL2663	1	0	1	0	1	yes	no	yes	no	yes	55	1.28	43
ORTHOMCL2664	0	0	0	0	1	no	no	no	no	yes	22	1.00	22
ORTHOMCL2666	0	0	1	1	1	no	no	yes	yes	yes	58	1.41	41
ORTHOMCL2667	1	0	1	0	1	yes	no	yes	no	yes	60	1.22	49
ORTHOMCL2668	0	0	1	0	1	no	no	yes	no	yes	42	1.20	35
ORTHOMCL2669	0	0	0	0	1	no	no	no	no	yes	32	1.07	30
ORTHOMCL2670	0	0	1	0	1	no	no	yes	no	yes	64	1.78	36
ORTHOMCL2671	1	0	1	1	1	yes	no	yes	yes	yes	53	1.08	49
ORTHOMCL2672	0	0	0	0	1	no	no	no	no	yes	28	1.04	27
ORTHOMCL2673	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL2674	1	0	1	0	1	yes	no	yes	no	yes	57	1.19	48
ORTHOMCL2675	1	0	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL2676	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL2681	1	0	0	0	1	yes	no	no	no	yes	51	1.09	47
ORTHOMCL2683	0	1	1	0	1	no	yes	yes	no	yes	72	1.47	49
ORTHOMCL2684	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2685	0	1	1	1	1	no	yes	yes	yes	yes	56	1.12	50
ORTHOMCL2687	0	1	1	1	1	no	yes	yes	yes	yes	62	1.24	50
ORTHOMCL2688	1	0	1	0	1	yes	no	yes	no	yes	38	1.09	35
ORTHOMCL2689	0	0	1	1	1	no	no	yes	yes	yes	51	1.06	48
ORTHOMCL2690	1	1	1	0	1	yes	yes	yes	no	yes	60	1.20	50
ORTHOMCL2694	0	0	0	0	1	no	no	no	no	yes	39	1.86	21
ORTHOMCL2696	1	0	1	0	1	yes	no	yes	no	yes	55	1.12	49
ORTHOMCL2697	0	0	0	0	1	no	no	no	no	yes	25	1.04	24
ORTHOMCL2698	1	1	1	0	1	yes	yes	yes	no	yes	56	1.12	50
ORTHOMCL2699	0	1	1	0	1	no	yes	yes	no	yes	39	1.05	37
ORTHOMCL2701	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2702	1	1	0	1	1	yes	yes	no	yes	yes	56	1.12	50
ORTHOMCL2703	0	0	0	1	1	no	no	no	yes	yes	55	1.38	40
ORTHOMCL2704	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2705	1	0	1	1	1	yes	no	yes	yes	yes	59	1.18	50
ORTHOMCL2706	1	1	1	0	1	yes	yes	yes	no	yes	58	1.16	50
ORTHOMCL2709	1	0	1	0	1	yes	no	yes	no	yes	54	1.20	45
ORTHOMCL2710	0	1	1	1	1	no	yes	yes	yes	yes	63	1.26	50
ORTHOMCL2711	0	0	0	0	1	no	no	no	no	yes	66	3.67	18
ORTHOMCL2713	1	0	1	1	1	yes	no	yes	yes	yes	54	1.08	50
ORTHOMCL2714	1	0	1	1	1	yes	no	yes	yes	yes	41	1.08	38
ORTHOMCL2715	0	1	1	1	1	no	yes	yes	yes	yes	62	1.24	50
ORTHOMCL2716	0	0	1	0	1	no	no	yes	no	yes	58	1.23	47
ORTHOMCL2717	1	0	1	0	1	yes	no	yes	no	yes	54	1.10	49
ORTHOMCL2719	1	0	1	1	1	yes	no	yes	yes	yes	62	1.24	50
ORTHOMCL2722	1	1	1	0	1	yes	yes	yes	no	yes	53	1.32	40
ORTHOMCL2723	1	0	0	1	1	yes	no	no	yes	yes	25	1.09	23
ORTHOMCL2724	1	1	0	0	1	yes	yes	no	no	yes	59	1.20	49
ORTHOMCL2725	1	1	1	0	1	yes	yes	yes	no	yes	57	1.14	50
ORTHOMCL2727	1	1	0	0	1	yes	yes	no	no	yes	56	1.17	48
ORTHOMCL2729	0	1	1	1	1	no	yes	yes	yes	yes	57	1.14	50
ORTHOMCL2730	1	1	1	1	1	yes	yes	yes	yes	yes	54	1.06	51
ORTHOMCL2731	1	0	1	1	1	yes	no	yes	yes	yes	58	1.18	49
ORTHOMCL2732	0	0	0	0	1	no	no	no	no	yes	74	3.52	21
ORTHOMCL2733	0	0	1	0	1	no	no	yes	no	yes	43	1.26	34
ORTHOMCL2734	0	0	1	1	1	no	no	yes	yes	yes	50	1.02	49
ORTHOMCL2736	1	0	1	1	1	yes	no	yes	yes	yes	63	1.26	50
ORTHOMCL2737	1	0	1	0	1	yes	no	yes	no	yes	45	1.29	35
ORTHOMCL2740	1	0	1	1	1	yes	no	yes	yes	yes	58	1.16	50
ORTHOMCL2741	1	0	1	0	1	yes	no	yes	no	yes	33	1.06	31
ORTHOMCL2742	1	0	1	1	1	yes	no	yes	yes	yes	68	1.39	49
ORTHOMCL2744	0	0	1	0	1	no	no	yes	no	yes	32	1.03	31
ORTHOMCL2745	1	0	1	1	1	yes	no	yes	yes	yes	54	1.29	42
ORTHOMCL2746	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2747	1	0	1	1	1	yes	no	yes	yes	yes	62	1.24	50
ORTHOMCL2749	1	1	1	1	1	yes	yes	yes	yes	yes	62	1.22	51
ORTHOMCL2750	0	0	1	1	1	no	no	yes	yes	yes	46	1.12	41
ORTHOMCL2752	0	1	1	0	1	no	yes	yes	no	yes	64	1.39	46
ORTHOMCL2754	0	0	1	0	1	no	no	yes	no	yes	26	1.13	23
ORTHOMCL2756	1	1	1	0	1	yes	yes	yes	no	yes	52	1.04	50
ORTHOMCL2757	0	0	1	0	1	no	no	yes	no	yes	60	1.28	47
ORTHOMCL2758	1	0	1	0	1	yes	no	yes	no	yes	61	1.33	46
ORTHOMCL2760	1	1	1	1	1	yes	yes	yes	yes	yes	64	1.25	51
ORTHOMCL2762	1	0	1	0	1	yes	no	yes	no	yes	55	1.25	44
ORTHOMCL2764	1	1	1	1	1	yes	yes	yes	yes	yes	65	1.27	51
ORTHOMCL2765	0	0	0	1	1	no	no	no	yes	yes	42	1.35	31
ORTHOMCL2766	0	0	0	0	1	no	no	no	no	yes	50	1.22	41
ORTHOMCL2767	0	0	1	1	1	no	no	yes	yes	yes	63	1.29	49
ORTHOMCL2769	1	0	0	1	1	yes	no	no	yes	yes	48	1.33	36
ORTHOMCL2771	0	0	0	1	1	no	no	no	yes	yes	59	2.11	28
ORTHOMCL2772	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2775	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2776	1	0	1	1	1	yes	no	yes	yes	yes	52	1.08	48
ORTHOMCL2777	1	1	1	0	1	yes	yes	yes	no	yes	52	1.06	49
ORTHOMCL2778	0	1	0	1	1	no	yes	no	yes	yes	48	1.30	37
ORTHOMCL2779	1	1	1	1	1	yes	yes	yes	yes	yes	55	1.08	51
ORTHOMCL2781	0	1	1	0	1	no	yes	yes	no	yes	52	1.11	47
ORTHOMCL2785	0	1	1	1	1	no	yes	yes	yes	yes	50	1.06	47
ORTHOMCL2788	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL2789	1	0	0	0	1	yes	no	no	no	yes	56	1.51	37
ORTHOMCL2790	1	1	1	1	1	yes	yes	yes	yes	yes	62	1.22	51
ORTHOMCL2791	0	0	0	0	1	no	no	no	no	yes	36	1.64	22
ORTHOMCL2794	1	0	0	0	1	yes	no	no	no	yes	52	1.08	48
ORTHOMCL2796	1	1	1	0	1	yes	yes	yes	no	yes	64	1.31	49
ORTHOMCL2797	0	0	1	1	1	no	no	yes	yes	yes	55	1.15	48
ORTHOMCL2798	1	0	1	0	1	yes	no	yes	no	yes	71	1.48	48
ORTHOMCL2799	0	1	0	1	1	no	yes	no	yes	yes	60	1.30	46
ORTHOMCL2800	0	1	1	0	1	no	yes	yes	no	yes	68	1.39	49
ORTHOMCL2801	0	0	1	0	1	no	no	yes	no	yes	54	1.15	47
ORTHOMCL2802	0	1	0	0	1	no	yes	no	no	yes	64	1.68	38
ORTHOMCL2804	1	0	1	0	1	yes	no	yes	no	yes	63	1.29	49
ORTHOMCL2805	1	1	1	0	1	yes	yes	yes	no	yes	48	1.17	41
ORTHOMCL2806	0	0	0	1	1	no	no	no	yes	yes	49	1.53	32
ORTHOMCL2807	0	0	0	0	1	no	no	no	no	yes	41	1.05	39
ORTHOMCL2808	0	0	1	0	1	no	no	yes	no	yes	34	1.10	31
ORTHOMCL2809	1	0	1	1	1	yes	no	yes	yes	yes	50	1.39	36
ORTHOMCL2810	0	0	1	0	1	no	no	yes	no	yes	20	1.05	19
ORTHOMCL2811	0	1	1	0	1	no	yes	yes	no	yes	51	1.06	48
ORTHOMCL2812	1	0	1	0	1	yes	no	yes	no	yes	63	1.29	49
ORTHOMCL2813	1	0	1	1	1	yes	no	yes	yes	yes	64	1.28	50
ORTHOMCL2814	1	1	1	1	1	yes	yes	yes	yes	yes	55	1.08	51
ORTHOMCL2815	0	0	0	0	1	no	no	no	no	yes	15	1.07	14
ORTHOMCL2816	1	1	1	0	1	yes	yes	yes	no	yes	50	1.22	41
ORTHOMCL2817	1	1	1	1	1	yes	yes	yes	yes	yes	61	1.20	51
ORTHOMCL2819	0	1	1	1	1	no	yes	yes	yes	yes	60	1.20	50
ORTHOMCL2821	0	0	0	0	1	no	no	no	no	yes	8	1.33	6
ORTHOMCL2822	1	0	1	0	1	yes	no	yes	no	yes	56	1.19	47
ORTHOMCL2823	1	0	1	1	1	yes	no	yes	yes	yes	61	1.22	50
ORTHOMCL2824	0	0	0	1	1	no	no	no	yes	yes	31	1.15	27
ORTHOMCL2825	1	0	1	1	1	yes	no	yes	yes	yes	55	1.10	50
ORTHOMCL2826	0	0	1	1	1	no	no	yes	yes	yes	54	1.10	49
ORTHOMCL2827	0	0	1	1	1	no	no	yes	yes	yes	63	1.29	49
ORTHOMCL2828	0	0	1	0	1	no	no	yes	no	yes	52	1.08	48
ORTHOMCL2830	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2831	0	0	0	0	1	no	no	no	no	yes	69	4.93	14
ORTHOMCL2832	0	0	0	0	1	no	no	no	no	yes	71	3.55	20
ORTHOMCL2834	0	0	0	1	1	no	no	no	yes	yes	65	1.38	47
ORTHOMCL2835	1	1	1	0	1	yes	yes	yes	no	yes	52	1.04	50
ORTHOMCL2836	0	0	1	1	1	no	no	yes	yes	yes	57	1.24	46
ORTHOMCL2838	1	0	1	1	1	yes	no	yes	yes	yes	65	1.30	50
ORTHOMCL2840	0	0	0	1	1	no	no	no	yes	yes	46	1.07	43
ORTHOMCL2841	1	0	1	1	1	yes	no	yes	yes	yes	51	1.04	49
ORTHOMCL2842	0	0	0	0	1	no	no	no	no	yes	54	1.80	30
ORTHOMCL2843	1	0	1	1	1	yes	no	yes	yes	yes	66	1.32	50
ORTHOMCL2845	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2846	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2847	0	0	1	0	1	no	no	yes	no	yes	53	1.10	48
ORTHOMCL2848	0	0	0	0	1	no	no	no	no	yes	57	2.04	28
ORTHOMCL2849	0	1	1	1	1	no	yes	yes	yes	yes	67	1.34	50
ORTHOMCL2851	1	0	0	1	1	yes	no	no	yes	yes	51	1.42	36
ORTHOMCL2852	1	0	1	0	1	yes	no	yes	no	yes	50	1.06	47
ORTHOMCL2853	0	0	1	1	1	no	no	yes	yes	yes	37	1.37	27
ORTHOMCL2855	1	1	0	0	1	yes	yes	no	no	yes	66	2.06	32
ORTHOMCL2859	1	1	1	1	1	yes	yes	yes	yes	yes	58	1.14	51
ORTHOMCL2860	1	0	1	0	1	yes	no	yes	no	yes	63	1.29	49
ORTHOMCL2862	1	1	1	1	1	yes	yes	yes	yes	yes	55	1.08	51
ORTHOMCL2863	0	0	0	0	1	no	no	no	no	yes	25	1.04	24
ORTHOMCL2866	1	0	1	1	1	yes	no	yes	yes	yes	66	1.32	50
ORTHOMCL2870	1	0	0	0	1	yes	no	no	no	yes	39	1.05	37
ORTHOMCL2871	1	1	1	0	1	yes	yes	yes	no	yes	54	1.12	48
ORTHOMCL2872	1	0	1	1	1	yes	no	yes	yes	yes	57	1.16	49
ORTHOMCL2873	1	0	1	0	1	yes	no	yes	no	yes	53	1.89	28
ORTHOMCL2875	0	0	1	1	1	no	no	yes	yes	yes	57	1.16	49
ORTHOMCL2876	0	0	0	1	1	no	no	no	yes	yes	48	1.23	39
ORTHOMCL2877	0	0	0	0	1	no	no	no	no	yes	34	1.10	31
ORTHOMCL2878	1	1	1	1	1	yes	yes	yes	yes	yes	57	1.12	51
ORTHOMCL2879	0	0	0	0	1	no	no	no	no	yes	71	2.45	29
ORTHOMCL2880	1	1	1	0	1	yes	yes	yes	no	yes	60	1.20	50
ORTHOMCL2881	0	0	0	0	1	no	no	no	no	yes	53	1.23	43
ORTHOMCL2883	1	0	1	0	1	yes	no	yes	no	yes	26	1.08	24
ORTHOMCL2884	0	0	1	0	1	no	no	yes	no	yes	51	1.21	42
ORTHOMCL2885	0	0	0	0	1	no	no	no	no	yes	64	3.56	18
ORTHOMCL2887	1	0	0	0	1	yes	no	no	no	yes	38	1.36	28
ORTHOMCL2888	1	1	0	0	1	yes	yes	no	no	yes	61	1.27	48
ORTHOMCL2889	0	0	0	0	1	no	no	no	no	yes	31	1.24	25
ORTHOMCL2891	0	0	1	0	1	no	no	yes	no	yes	47	2.14	22
ORTHOMCL2894	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2896	1	0	1	1	1	yes	no	yes	yes	yes	56	1.14	49
ORTHOMCL2898	0	1	0	0	1	no	yes	no	no	yes	51	1.46	35
ORTHOMCL2899	0	0	0	0	1	no	no	no	no	yes	71	3.94	18
ORTHOMCL2902	1	1	1	1	1	yes	yes	yes	yes	yes	65	1.27	51
ORTHOMCL2904	0	0	0	0	1	no	no	no	no	yes	61	1.36	45
ORTHOMCL2905	0	0	1	1	1	no	no	yes	yes	yes	58	1.21	48
ORTHOMCL2907	0	0	0	0	1	no	no	no	no	yes	37	1.37	27
ORTHOMCL2908	1	0	1	0	1	yes	no	yes	no	yes	63	1.70	37
ORTHOMCL2909	0	0	0	0	1	no	no	no	no	yes	72	4.00	18
ORTHOMCL2910	1	1	1	1	1	yes	yes	yes	yes	yes	56	1.10	51
ORTHOMCL2911	0	0	1	1	1	no	no	yes	yes	yes	53	1.10	48
ORTHOMCL2915	1	0	1	0	1	yes	no	yes	no	yes	69	1.44	48
ORTHOMCL2916	0	0	1	1	1	no	no	yes	yes	yes	54	1.10	49
ORTHOMCL2917	0	1	1	0	1	no	yes	yes	no	yes	58	1.18	49
ORTHOMCL2918	0	0	1	0	1	no	no	yes	no	yes	59	1.31	45
ORTHOMCL2919	0	0	0	0	1	no	no	no	no	yes	26	2.89	9
ORTHOMCL2920	1	0	1	0	1	yes	no	yes	no	yes	63	1.31	48
ORTHOMCL2921	1	1	1	1	1	yes	yes	yes	yes	yes	61	1.20	51
ORTHOMCL2922	0	0	0	0	1	no	no	no	no	yes	53	1.43	37
ORTHOMCL2924	0	0	1	1	1	no	no	yes	yes	yes	55	1.20	46
ORTHOMCL2925	1	1	1	1	1	yes	yes	yes	yes	yes	59	1.16	51
ORTHOMCL2927	0	0	0	1	1	no	no	no	yes	yes	60	1.25	48
ORTHOMCL2929	1	1	1	1	1	yes	yes	yes	yes	yes	59	1.16	51
ORTHOMCL2930	1	1	1	1	1	yes	yes	yes	yes	yes	61	1.20	51
ORTHOMCL2931	0	1	0	1	1	no	yes	no	yes	yes	65	1.33	49
ORTHOMCL2932	1	0	1	1	1	yes	no	yes	yes	yes	42	1.14	37
ORTHOMCL2933	0	0	0	0	1	no	no	no	no	yes	26	1.04	25
ORTHOMCL2934	0	0	0	0	1	no	no	no	no	yes	37	1.03	36
ORTHOMCL2936	0	0	1	1	1	no	no	yes	yes	yes	54	1.12	48
ORTHOMCL2938	1	0	1	1	1	yes	no	yes	yes	yes	53	1.06	50
ORTHOMCL2939	1	0	1	0	1	yes	no	yes	no	yes	56	1.17	48
ORTHOMCL2940	1	0	1	0	1	yes	no	yes	no	yes	57	1.16	49
ORTHOMCL2941	1	1	1	0	1	yes	yes	yes	no	yes	58	1.16	50
ORTHOMCL2942	0	0	0	0	1	no	no	no	no	yes	45	1.67	27
ORTHOMCL2943	0	0	1	0	1	no	no	yes	no	yes	33	1.14	29
ORTHOMCL2944	1	1	1	1	1	yes	yes	yes	yes	yes	67	1.31	51
ORTHOMCL2945	1	0	0	1	1	yes	no	no	yes	yes	61	1.65	37
ORTHOMCL2947	1	0	0	1	1	yes	no	no	yes	yes	43	1.13	38
ORTHOMCL2948	0	0	0	1	1	no	no	no	yes	yes	41	1.37	30
ORTHOMCL2950	1	1	1	1	1	yes	yes	yes	yes	yes	60	1.18	51
ORTHOMCL2951	0	1	1	1	1	no	yes	yes	yes	yes	67	1.34	50
ORTHOMCL2952	1	0	1	1	1	yes	no	yes	yes	yes	56	1.12	50
ORTHOMCL2953	0	0	0	0	1	no	no	no	no	yes	43	2.39	18
ORTHOMCL2954	1	1	0	0	1	yes	yes	no	no	yes	64	1.36	47
