OG	Coleoptera	Diptera	Hymenoptera	Lepidoptera	Siphonaptera	coreColeoptera	coreDiptera	coreHymenoptera	coreLepidoptera	coreSiphonaptera	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL7838	1	0	0	1	0	yes	no	no	yes	no	5	0.26	19
ORTHOMCL7839	0	0	0	1	0	no	no	no	yes	no	2	0.13	15
ORTHOMCL7840	0	1	1	0	0	no	yes	yes	no	no	4	0.19	21
ORTHOMCL7841	1	0	0	0	0	yes	no	no	no	no	3	0.38	8
ORTHOMCL7842	1	0	1	1	1	yes	no	yes	yes	yes	4	0.13	30
ORTHOMCL7843	0	0	0	1	0	no	no	no	yes	no	3	0.27	11
ORTHOMCL7844	1	1	1	0	1	yes	yes	yes	no	yes	4	0.15	27
ORTHOMCL7845	0	0	1	0	0	no	no	yes	no	no	2	0.15	13
ORTHOMCL7846	0	1	0	1	1	no	yes	no	yes	yes	5	0.17	29
ORTHOMCL7847	0	0	0	1	0	no	no	no	yes	no	1	0.09	11
ORTHOMCL7849	0	1	0	0	0	no	yes	no	no	no	1	0.10	10
ORTHOMCL7850	1	0	1	1	0	yes	no	yes	yes	no	3	0.12	24
ORTHOMCL7852	0	0	0	1	0	no	no	no	yes	no	1	0.10	10
ORTHOMCL7853	0	0	0	1	0	no	no	no	yes	no	4	0.36	11
ORTHOMCL7854	0	1	0	0	0	no	yes	no	no	no	2	0.13	15
ORTHOMCL7855	0	1	0	0	0	no	yes	no	no	no	6	0.67	9
ORTHOMCL7856	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL7857	0	1	0	0	0	no	yes	no	no	no	3	0.23	13
ORTHOMCL7858	0	1	0	0	0	no	yes	no	no	no	3	0.21	14
ORTHOMCL7859	0	1	0	1	0	no	yes	no	yes	no	3	0.17	18
ORTHOMCL7860	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL7861	1	1	0	0	0	yes	yes	no	no	no	3	0.16	19
ORTHOMCL7862	1	0	1	1	1	yes	no	yes	yes	yes	4	0.12	33
ORTHOMCL7863	0	1	0	0	0	no	yes	no	no	no	1	0.10	10
ORTHOMCL7864	0	1	0	0	0	no	yes	no	no	no	1	0.11	9
ORTHOMCL7865	0	0	0	1	0	no	no	no	yes	no	4	0.36	11
ORTHOMCL7866	0	0	0	1	0	no	no	no	yes	no	4	0.33	12
ORTHOMCL7867	0	0	1	0	0	no	no	yes	no	no	5	0.33	15
ORTHOMCL7868	1	0	1	0	0	yes	no	yes	no	no	4	0.18	22
ORTHOMCL7869	0	0	1	0	0	no	no	yes	no	no	1	0.06	17
ORTHOMCL7870	0	0	0	1	0	no	no	no	yes	no	4	0.33	12
ORTHOMCL7871	0	0	1	0	0	no	no	yes	no	no	4	0.31	13
ORTHOMCL7873	0	0	1	0	0	no	no	yes	no	no	2	0.17	12
ORTHOMCL7874	0	0	0	1	0	no	no	no	yes	no	6	0.46	13
ORTHOMCL7875	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL7876	1	0	0	1	1	yes	no	no	yes	yes	3	0.12	26
ORTHOMCL7878	1	0	0	1	0	yes	no	no	yes	no	3	0.14	21
ORTHOMCL7879	0	1	0	0	1	no	yes	no	no	yes	5	0.29	17
ORTHOMCL7881	0	1	0	0	0	no	yes	no	no	no	3	0.43	7
ORTHOMCL7882	0	0	1	0	0	no	no	yes	no	no	1	0.04	23
ORTHOMCL7883	0	1	0	0	0	no	yes	no	no	no	2	0.13	15
ORTHOMCL7884	0	0	1	0	0	no	no	yes	no	no	4	0.29	14
ORTHOMCL7886	0	0	0	1	0	no	no	no	yes	no	2	0.15	13
ORTHOMCL7887	0	1	0	0	1	no	yes	no	no	yes	5	0.50	10
ORTHOMCL7888	0	0	1	0	0	no	no	yes	no	no	4	0.25	16
ORTHOMCL7889	0	0	0	1	0	no	no	no	yes	no	1	0.08	12
ORTHOMCL7890	1	0	0	0	0	yes	no	no	no	no	7	0.78	9
ORTHOMCL7891	1	0	1	0	0	yes	no	yes	no	no	2	0.09	23
ORTHOMCL7892	0	0	0	1	0	no	no	no	yes	no	1	0.06	16
ORTHOMCL7893	0	1	0	0	0	no	yes	no	no	no	1	0.07	14
ORTHOMCL7894	0	0	0	1	0	no	no	no	yes	no	2	0.15	13
ORTHOMCL7895	0	1	1	1	1	no	yes	yes	yes	yes	10	0.38	26
ORTHOMCL7896	0	0	1	1	0	no	no	yes	yes	no	2	0.11	19
ORTHOMCL7897	1	0	0	0	0	yes	no	no	no	no	1	0.12	8
ORTHOMCL7898	0	0	1	1	0	no	no	yes	yes	no	2	0.07	28
ORTHOMCL7899	0	0	1	0	0	no	no	yes	no	no	2	0.20	10
ORTHOMCL7900	0	0	0	1	0	no	no	no	yes	no	3	0.30	10
ORTHOMCL7901	0	0	1	0	1	no	no	yes	no	yes	4	0.20	20
ORTHOMCL7902	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL7903	1	0	0	1	1	yes	no	no	yes	yes	7	0.33	21
ORTHOMCL7904	0	1	0	1	1	no	yes	no	yes	yes	4	0.15	26
ORTHOMCL7905	0	1	0	1	1	no	yes	no	yes	yes	3	0.14	22
ORTHOMCL7906	0	0	1	0	1	no	no	yes	no	yes	3	0.21	14
ORTHOMCL7907	1	0	0	0	0	yes	no	no	no	no	1	0.12	8
ORTHOMCL7909	0	0	0	0	1	no	no	no	no	yes	3	0.27	11
ORTHOMCL7910	0	1	0	0	0	no	yes	no	no	no	17	5.67	3
ORTHOMCL7911	0	1	0	0	1	no	yes	no	no	yes	5	0.28	18
ORTHOMCL7912	1	0	1	0	1	yes	no	yes	no	yes	4	0.15	26
ORTHOMCL7913	0	1	0	0	0	no	yes	no	no	no	4	0.36	11
ORTHOMCL7914	1	0	1	0	0	yes	no	yes	no	no	5	0.31	16
ORTHOMCL7915	0	1	0	0	1	no	yes	no	no	yes	4	0.31	13
ORTHOMCL7916	0	1	0	0	0	no	yes	no	no	no	1	0.08	12
ORTHOMCL7917	0	0	0	1	0	no	no	no	yes	no	2	0.18	11
ORTHOMCL7918	0	1	0	0	0	no	yes	no	no	no	4	0.80	5
ORTHOMCL7919	1	1	0	0	0	yes	yes	no	no	no	5	0.26	19
ORTHOMCL7920	0	0	1	0	0	no	no	yes	no	no	3	0.27	11
ORTHOMCL7921	0	0	0	1	0	no	no	no	yes	no	1	0.05	21
ORTHOMCL7922	0	1	1	0	0	no	yes	yes	no	no	3	0.18	17
ORTHOMCL7923	0	1	0	0	1	no	yes	no	no	yes	2	0.12	16
ORTHOMCL7924	0	1	0	0	0	no	yes	no	no	no	1	0.10	10
ORTHOMCL7925	0	1	1	0	1	no	yes	yes	no	yes	8	0.47	17
ORTHOMCL7926	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL7927	0	0	0	0	1	no	no	no	no	yes	3	0.43	7
ORTHOMCL7928	0	0	0	1	0	no	no	no	yes	no	3	0.38	8
ORTHOMCL7929	0	0	0	1	0	no	no	no	yes	no	6	0.46	13
ORTHOMCL7930	0	0	0	1	0	no	no	no	yes	no	3	0.25	12
ORTHOMCL7931	1	0	0	1	0	yes	no	no	yes	no	6	0.33	18
ORTHOMCL7932	0	0	1	0	0	no	no	yes	no	no	4	0.44	9
ORTHOMCL7933	0	1	0	0	0	no	yes	no	no	no	4	0.36	11
ORTHOMCL7934	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL7935	0	0	0	1	0	no	no	no	yes	no	4	0.44	9
ORTHOMCL7936	0	0	0	1	0	no	no	no	yes	no	2	0.18	11
ORTHOMCL7939	0	1	0	0	0	no	yes	no	no	no	2	0.20	10
ORTHOMCL7940	0	0	0	1	0	no	no	no	yes	no	4	0.31	13
ORTHOMCL7942	0	0	1	0	0	no	no	yes	no	no	2	0.17	12
ORTHOMCL7943	0	1	0	1	0	no	yes	no	yes	no	3	0.20	15
ORTHOMCL7944	0	0	1	1	0	no	no	yes	yes	no	3	0.13	23
ORTHOMCL7945	0	0	0	1	0	no	no	no	yes	no	5	0.45	11
ORTHOMCL7946	0	0	1	0	0	no	no	yes	no	no	4	0.33	12
ORTHOMCL7947	1	0	0	1	0	yes	no	no	yes	no	2	0.09	22
ORTHOMCL7948	1	0	0	0	0	yes	no	no	no	no	1	0.06	18
ORTHOMCL7949	0	0	1	0	0	no	no	yes	no	no	1	0.09	11
ORTHOMCL7950	1	1	0	0	1	yes	yes	no	no	yes	5	0.26	19
ORTHOMCL7951	0	0	0	1	0	no	no	no	yes	no	3	0.25	12
ORTHOMCL7952	0	0	1	0	0	no	no	yes	no	no	1	0.09	11
ORTHOMCL7953	0	1	0	1	0	no	yes	no	yes	no	3	0.17	18
ORTHOMCL7954	0	0	0	1	0	no	no	no	yes	no	1	0.04	23
ORTHOMCL7955	0	0	0	1	0	no	no	no	yes	no	3	0.15	20
ORTHOMCL7956	0	0	1	0	0	no	no	yes	no	no	4	0.31	13
ORTHOMCL7957	0	0	1	0	0	no	no	yes	no	no	7	0.50	14
ORTHOMCL7958	0	0	1	0	0	no	no	yes	no	no	1	0.08	13
ORTHOMCL7959	0	1	0	0	0	no	yes	no	no	no	4	0.24	17
ORTHOMCL7960	0	0	1	1	1	no	no	yes	yes	yes	4	0.15	27
ORTHOMCL7961	0	0	1	0	0	no	no	yes	no	no	2	0.15	13
ORTHOMCL7962	1	0	0	0	1	yes	no	no	no	yes	3	0.30	10
ORTHOMCL7963	1	0	1	0	0	yes	no	yes	no	no	3	0.14	22
ORTHOMCL7964	1	0	1	0	0	yes	no	yes	no	no	2	0.09	23
ORTHOMCL7966	1	0	0	1	0	yes	no	no	yes	no	2	0.10	20
ORTHOMCL7967	0	0	1	0	0	no	no	yes	no	no	1	0.17	6
ORTHOMCL7968	0	1	0	0	1	no	yes	no	no	yes	5	0.50	10
ORTHOMCL7969	1	0	1	0	1	yes	no	yes	no	yes	6	0.35	17
ORTHOMCL7970	1	0	1	1	0	yes	no	yes	yes	no	4	0.17	23
ORTHOMCL7971	1	0	0	0	1	yes	no	no	no	yes	2	0.12	17
ORTHOMCL7972	0	0	1	1	0	no	no	yes	yes	no	6	0.46	13
ORTHOMCL7973	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL7974	0	0	1	0	0	no	no	yes	no	no	1	0.09	11
ORTHOMCL7975	0	0	1	0	0	no	no	yes	no	no	3	0.30	10
ORTHOMCL7976	0	0	1	0	1	no	no	yes	no	yes	4	0.27	15
ORTHOMCL7977	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL7978	0	1	0	1	0	no	yes	no	yes	no	2	0.07	29
ORTHOMCL7979	1	1	0	1	0	yes	yes	no	yes	no	5	0.24	21
ORTHOMCL7980	0	0	1	0	0	no	no	yes	no	no	2	0.12	16
ORTHOMCL7981	1	0	0	0	0	yes	no	no	no	no	1	0.04	26
ORTHOMCL7983	0	0	0	1	0	no	no	no	yes	no	5	0.42	12
ORTHOMCL7984	1	1	0	0	1	yes	yes	no	no	yes	7	0.29	24
ORTHOMCL7985	0	0	1	0	0	no	no	yes	no	no	4	0.33	12
ORTHOMCL7986	0	0	1	0	0	no	no	yes	no	no	2	0.29	7
ORTHOMCL7987	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL7988	0	0	1	0	0	no	no	yes	no	no	4	0.36	11
ORTHOMCL7989	0	1	0	0	0	no	yes	no	no	no	3	0.50	6
ORTHOMCL7990	0	1	1	0	1	no	yes	yes	no	yes	3	0.14	21
ORTHOMCL7991	0	1	0	0	0	no	yes	no	no	no	2	0.29	7
ORTHOMCL7992	0	1	1	0	1	no	yes	yes	no	yes	4	0.18	22
ORTHOMCL7993	0	0	0	0	1	no	no	no	no	yes	1	0.08	12
ORTHOMCL7994	0	0	0	1	0	no	no	no	yes	no	1	0.08	12
ORTHOMCL7995	1	0	0	0	1	yes	no	no	no	yes	3	0.14	22
ORTHOMCL7996	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL7997	0	0	0	1	0	no	no	no	yes	no	3	0.20	15
ORTHOMCL7998	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL7999	0	1	0	1	0	no	yes	no	yes	no	3	0.11	27
ORTHOMCL8000	0	1	0	0	0	no	yes	no	no	no	4	0.44	9
ORTHOMCL8001	0	0	1	0	0	no	no	yes	no	no	3	0.27	11
ORTHOMCL8002	0	0	1	0	1	no	no	yes	no	yes	5	0.29	17
ORTHOMCL8003	1	1	0	0	0	yes	yes	no	no	no	4	0.20	20
ORTHOMCL8004	1	1	1	0	0	yes	yes	yes	no	no	9	0.82	11
ORTHOMCL8006	1	1	1	0	0	yes	yes	yes	no	no	4	0.21	19
ORTHOMCL8007	0	0	1	1	0	no	no	yes	yes	no	4	0.20	20
ORTHOMCL8008	0	1	0	0	1	no	yes	no	no	yes	6	0.60	10
ORTHOMCL8009	0	0	1	0	0	no	no	yes	no	no	4	0.44	9
ORTHOMCL8010	0	1	0	0	0	no	yes	no	no	no	2	0.12	16
ORTHOMCL8011	0	1	0	0	0	no	yes	no	no	no	4	0.44	9
ORTHOMCL8012	0	1	0	0	0	no	yes	no	no	no	4	0.36	11
ORTHOMCL8013	0	1	1	0	0	no	yes	yes	no	no	5	0.33	15
ORTHOMCL8014	1	0	0	1	0	yes	no	no	yes	no	4	0.29	14
ORTHOMCL8015	0	1	0	0	0	no	yes	no	no	no	9	0.82	11
ORTHOMCL8016	1	1	1	0	0	yes	yes	yes	no	no	6	0.50	12
ORTHOMCL8018	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL8019	0	0	1	0	0	no	no	yes	no	no	1	0.08	13
ORTHOMCL8020	0	1	0	0	1	no	yes	no	no	yes	4	0.17	24
ORTHOMCL8021	0	1	0	1	0	no	yes	no	yes	no	5	0.23	22
ORTHOMCL8022	0	0	0	0	1	no	no	no	no	yes	32	16.00	2
ORTHOMCL8023	0	0	1	0	0	no	no	yes	no	no	3	0.25	12
ORTHOMCL8024	0	1	0	1	0	no	yes	no	yes	no	4	0.19	21
ORTHOMCL8025	0	1	0	1	0	no	yes	no	yes	no	3	0.14	21
ORTHOMCL8026	0	0	1	1	0	no	no	yes	yes	no	3	0.17	18
ORTHOMCL8027	0	0	0	0	1	no	no	no	no	yes	2	0.29	7
ORTHOMCL8028	0	1	0	1	0	no	yes	no	yes	no	4	0.15	26
ORTHOMCL8029	0	1	0	0	0	no	yes	no	no	no	4	0.50	8
ORTHOMCL8030	0	1	0	1	0	no	yes	no	yes	no	6	0.40	15
ORTHOMCL8031	0	0	0	1	0	no	no	no	yes	no	12	2.00	6
ORTHOMCL8032	0	0	0	1	1	no	no	no	yes	yes	6	0.50	12
ORTHOMCL8033	0	0	1	0	0	no	no	yes	no	no	2	0.15	13
ORTHOMCL8034	1	0	1	0	1	yes	no	yes	no	yes	8	0.62	13
ORTHOMCL8035	0	0	0	1	0	no	no	no	yes	no	5	0.42	12
ORTHOMCL8036	1	0	1	1	0	yes	no	yes	yes	no	4	0.15	26
ORTHOMCL8037	0	0	1	0	0	no	no	yes	no	no	6	0.46	13
ORTHOMCL8038	0	1	0	0	0	no	yes	no	no	no	14	1.40	10
ORTHOMCL8039	0	0	1	0	0	no	no	yes	no	no	1	0.08	13
ORTHOMCL8040	0	1	1	0	1	no	yes	yes	no	yes	7	0.26	27
ORTHOMCL8041	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL8043	0	1	0	0	1	no	yes	no	no	yes	9	0.50	18
ORTHOMCL8044	1	0	1	0	0	yes	no	yes	no	no	4	0.31	13
ORTHOMCL8045	1	0	1	0	0	yes	no	yes	no	no	2	0.08	26
ORTHOMCL8047	0	1	0	0	0	no	yes	no	no	no	6	0.67	9
ORTHOMCL8048	0	1	0	0	0	no	yes	no	no	no	2	0.25	8
ORTHOMCL8049	0	0	1	0	0	no	no	yes	no	no	1	0.08	13
ORTHOMCL8050	0	1	0	0	1	no	yes	no	no	yes	4	0.21	19
ORTHOMCL8051	0	1	0	0	1	no	yes	no	no	yes	2	0.11	19
ORTHOMCL8052	1	0	0	0	0	yes	no	no	no	no	2	0.17	12
ORTHOMCL8053	0	1	0	0	0	no	yes	no	no	no	2	0.22	9
ORTHOMCL8055	0	0	1	0	0	no	no	yes	no	no	1	0.11	9
ORTHOMCL8056	0	1	1	0	0	no	yes	yes	no	no	9	0.82	11
ORTHOMCL8057	0	1	0	0	0	no	yes	no	no	no	1	0.07	14
ORTHOMCL8058	1	0	1	0	0	yes	no	yes	no	no	2	0.13	15
ORTHOMCL8059	0	0	1	0	0	no	no	yes	no	no	3	0.27	11
ORTHOMCL8060	0	0	1	0	0	no	no	yes	no	no	1	0.08	12
ORTHOMCL8062	1	0	0	0	1	yes	no	no	no	yes	2	0.17	12
ORTHOMCL8063	0	0	0	1	0	no	no	no	yes	no	2	0.09	23
ORTHOMCL8064	0	0	1	1	0	no	no	yes	yes	no	4	0.20	20
ORTHOMCL8065	0	0	1	0	0	no	no	yes	no	no	1	0.08	13
ORTHOMCL8066	0	0	1	0	0	no	no	yes	no	no	7	0.70	10
ORTHOMCL8067	1	0	1	0	1	yes	no	yes	no	yes	5	0.24	21
ORTHOMCL8068	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL8069	1	0	0	1	1	yes	no	no	yes	yes	5	0.24	21
ORTHOMCL8070	1	0	0	0	0	yes	no	no	no	no	4	0.44	9
ORTHOMCL8071	0	0	1	0	1	no	no	yes	no	yes	4	0.25	16
ORTHOMCL8072	0	0	1	1	1	no	no	yes	yes	yes	3	0.10	30
ORTHOMCL8073	0	0	1	0	0	no	no	yes	no	no	1	0.10	10
ORTHOMCL8074	1	0	0	0	0	yes	no	no	no	no	2	0.14	14
ORTHOMCL8075	0	1	0	0	0	no	yes	no	no	no	2	0.22	9
ORTHOMCL8078	0	1	1	0	1	no	yes	yes	no	yes	4	0.13	30
ORTHOMCL8079	0	0	1	0	0	no	no	yes	no	no	1	0.09	11
ORTHOMCL8080	0	0	0	1	0	no	no	no	yes	no	1	0.07	15
ORTHOMCL8081	0	1	0	1	0	no	yes	no	yes	no	3	0.21	14
ORTHOMCL8082	1	0	1	0	0	yes	no	yes	no	no	2	0.14	14
ORTHOMCL8083	0	1	0	0	0	no	yes	no	no	no	2	0.18	11
ORTHOMCL8084	0	0	0	1	0	no	no	no	yes	no	5	0.56	9
ORTHOMCL8085	1	0	1	0	1	yes	no	yes	no	yes	3	0.11	28
ORTHOMCL8086	0	0	1	0	1	no	no	yes	no	yes	3	0.12	26
ORTHOMCL8087	0	0	0	0	1	no	no	no	no	yes	2	0.25	8
ORTHOMCL8088	0	0	0	1	0	no	no	no	yes	no	2	0.15	13
ORTHOMCL8089	0	0	1	0	0	no	no	yes	no	no	1	0.10	10
ORTHOMCL8090	0	1	0	0	0	no	yes	no	no	no	2	0.13	15
ORTHOMCL8091	0	0	0	1	0	no	no	no	yes	no	3	0.17	18
ORTHOMCL8092	0	0	0	1	0	no	no	no	yes	no	3	0.43	7
ORTHOMCL8093	0	1	0	0	0	no	yes	no	no	no	2	0.09	22
ORTHOMCL8095	0	0	1	1	0	no	no	yes	yes	no	2	0.09	23
ORTHOMCL8096	1	0	0	1	0	yes	no	no	yes	no	3	0.13	23
ORTHOMCL8097	0	1	0	0	1	no	yes	no	no	yes	3	0.18	17
ORTHOMCL8099	0	0	0	1	0	no	no	no	yes	no	1	0.06	18
ORTHOMCL8100	0	0	1	0	0	no	no	yes	no	no	2	0.18	11
ORTHOMCL8101	1	0	1	0	1	yes	no	yes	no	yes	5	0.31	16
ORTHOMCL8102	0	0	1	0	0	no	no	yes	no	no	3	0.60	5
ORTHOMCL8103	0	1	0	1	0	no	yes	no	yes	no	2	0.08	26
ORTHOMCL8104	1	0	0	1	1	yes	no	no	yes	yes	4	0.17	23
ORTHOMCL8105	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL8106	1	1	0	1	0	yes	yes	no	yes	no	3	0.13	23
ORTHOMCL8107	0	0	0	1	0	no	no	no	yes	no	4	0.31	13
ORTHOMCL8108	0	1	1	0	1	no	yes	yes	no	yes	3	0.12	26
ORTHOMCL8109	1	0	0	1	0	yes	no	no	yes	no	3	0.14	22
ORTHOMCL8111	1	0	1	0	1	yes	no	yes	no	yes	5	0.18	28
ORTHOMCL8112	0	1	1	0	0	no	yes	yes	no	no	6	0.40	15
ORTHOMCL8113	1	0	1	0	1	yes	no	yes	no	yes	4	0.17	23
ORTHOMCL8114	0	0	0	1	0	no	no	no	yes	no	1	0.08	13
ORTHOMCL8115	1	0	0	0	0	yes	no	no	no	no	3	0.33	9
ORTHOMCL8116	1	1	0	0	0	yes	yes	no	no	no	3	0.16	19
ORTHOMCL8117	1	1	1	0	1	yes	yes	yes	no	yes	4	0.14	29
ORTHOMCL8118	1	0	1	1	1	yes	no	yes	yes	yes	4	0.14	29
ORTHOMCL8119	0	0	1	0	1	no	no	yes	no	yes	9	0.75	12
ORTHOMCL8120	0	0	1	1	1	no	no	yes	yes	yes	4	0.15	27
ORTHOMCL8121	1	0	0	0	0	yes	no	no	no	no	6	0.55	11
ORTHOMCL8122	0	0	1	0	1	no	no	yes	no	yes	5	0.38	13
ORTHOMCL8123	1	0	0	0	0	yes	no	no	no	no	3	0.27	11
ORTHOMCL8124	0	0	1	0	0	no	no	yes	no	no	1	0.17	6
ORTHOMCL8125	0	1	0	1	0	no	yes	no	yes	no	2	0.07	30
ORTHOMCL8126	1	0	0	0	1	yes	no	no	no	yes	4	0.36	11
ORTHOMCL8127	1	1	0	0	0	yes	yes	no	no	no	5	0.45	11
ORTHOMCL8128	1	1	0	0	1	yes	yes	no	no	yes	3	0.12	25
ORTHOMCL8129	0	1	0	1	1	no	yes	no	yes	yes	5	0.19	27
ORTHOMCL8130	0	0	0	1	1	no	no	no	yes	yes	3	0.12	26
ORTHOMCL8131	0	1	0	0	0	no	yes	no	no	no	2	0.22	9
ORTHOMCL8133	1	0	0	1	1	yes	no	no	yes	yes	4	0.17	24
ORTHOMCL8134	1	0	0	1	1	yes	no	no	yes	yes	4	0.20	20
ORTHOMCL8135	1	0	0	1	0	yes	no	no	yes	no	5	0.36	14
ORTHOMCL8136	1	0	0	1	0	yes	no	no	yes	no	2	0.11	18
ORTHOMCL8137	0	1	1	0	0	no	yes	yes	no	no	2	0.11	18
ORTHOMCL8138	0	0	1	1	0	no	no	yes	yes	no	2	0.08	24
ORTHOMCL8139	0	0	0	1	0	no	no	no	yes	no	4	0.24	17
ORTHOMCL8140	0	1	0	0	1	no	yes	no	no	yes	5	0.38	13
ORTHOMCL8141	1	1	1	0	0	yes	yes	yes	no	no	4	0.15	26
ORTHOMCL8142	1	1	0	0	0	yes	yes	no	no	no	2	0.08	24
ORTHOMCL8143	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL8145	0	0	0	1	0	no	no	no	yes	no	3	0.23	13
ORTHOMCL8146	0	1	0	1	0	no	yes	no	yes	no	2	0.10	20
ORTHOMCL8147	1	0	0	0	1	yes	no	no	no	yes	6	0.75	8
ORTHOMCL8148	0	1	0	0	0	no	yes	no	no	no	7	0.37	19
ORTHOMCL8149	0	0	1	0	0	no	no	yes	no	no	1	0.07	14
ORTHOMCL8150	0	1	0	1	1	no	yes	no	yes	yes	5	0.29	17
ORTHOMCL8151	1	1	0	0	1	yes	yes	no	no	yes	3	0.14	21
ORTHOMCL8152	0	0	1	0	0	no	no	yes	no	no	5	0.38	13
ORTHOMCL8153	1	0	0	0	0	yes	no	no	no	no	3	0.60	5
ORTHOMCL8154	1	1	0	0	1	yes	yes	no	no	yes	4	0.20	20
ORTHOMCL8155	0	0	0	1	0	no	no	no	yes	no	4	0.31	13
ORTHOMCL8157	1	0	1	0	0	yes	no	yes	no	no	9	0.82	11
ORTHOMCL8158	0	0	1	1	1	no	no	yes	yes	yes	3	0.11	28
ORTHOMCL8159	0	1	0	0	0	no	yes	no	no	no	1	0.14	7
ORTHOMCL8161	1	0	0	0	0	yes	no	no	no	no	8	0.73	11
ORTHOMCL8162	1	1	1	0	0	yes	yes	yes	no	no	4	0.25	16
ORTHOMCL8163	0	0	1	0	0	no	no	yes	no	no	1	0.06	16
ORTHOMCL8165	0	1	0	1	1	no	yes	no	yes	yes	5	0.18	28
ORTHOMCL8167	0	0	1	0	0	no	no	yes	no	no	2	0.17	12
ORTHOMCL8168	0	0	1	0	0	no	no	yes	no	no	5	0.42	12
ORTHOMCL8169	1	0	1	0	0	yes	no	yes	no	no	4	0.17	24
ORTHOMCL8170	1	1	1	0	1	yes	yes	yes	no	yes	10	0.53	19
ORTHOMCL8171	1	1	0	0	0	yes	yes	no	no	no	2	0.09	23
ORTHOMCL8172	1	0	1	0	1	yes	no	yes	no	yes	3	0.12	24
ORTHOMCL8173	0	1	0	1	1	no	yes	no	yes	yes	3	0.09	32
ORTHOMCL8174	0	0	0	1	0	no	no	no	yes	no	2	0.40	5
ORTHOMCL8175	1	1	0	1	0	yes	yes	no	yes	no	4	0.15	26
ORTHOMCL8177	0	0	1	0	0	no	no	yes	no	no	4	0.40	10
ORTHOMCL8178	0	0	1	0	0	no	no	yes	no	no	2	0.17	12
ORTHOMCL8179	0	0	0	0	1	no	no	no	no	yes	3	0.38	8
ORTHOMCL8180	0	0	0	1	0	no	no	no	yes	no	2	0.17	12
ORTHOMCL8181	0	0	0	1	0	no	no	no	yes	no	2	0.15	13
ORTHOMCL8182	1	0	1	0	1	yes	no	yes	no	yes	4	0.18	22
ORTHOMCL8184	1	0	1	0	1	yes	no	yes	no	yes	5	0.36	14
ORTHOMCL8185	0	1	0	0	0	no	yes	no	no	no	4	0.36	11
ORTHOMCL8186	0	1	1	0	0	no	yes	yes	no	no	2	0.13	15
ORTHOMCL8187	0	0	0	1	0	no	no	no	yes	no	5	0.45	11
ORTHOMCL8188	1	1	0	1	0	yes	yes	no	yes	no	3	0.10	30
ORTHOMCL8189	0	0	1	0	0	no	no	yes	no	no	2	0.11	18
ORTHOMCL8190	0	0	0	1	0	no	no	no	yes	no	1	0.06	16
ORTHOMCL8191	1	0	1	0	1	yes	no	yes	no	yes	4	0.20	20
ORTHOMCL8192	0	1	0	1	0	no	yes	no	yes	no	9	1.00	9
ORTHOMCL8193	0	1	0	0	0	no	yes	no	no	no	1	0.06	16
ORTHOMCL8194	0	0	1	1	1	no	no	yes	yes	yes	4	0.16	25
ORTHOMCL8195	0	0	1	0	0	no	no	yes	no	no	4	0.40	10
ORTHOMCL8196	1	0	1	1	0	yes	no	yes	yes	no	3	0.11	28
ORTHOMCL8197	0	0	0	1	0	no	no	no	yes	no	2	0.14	14
ORTHOMCL8198	1	0	1	0	0	yes	no	yes	no	no	3	0.14	22
ORTHOMCL8199	0	1	0	0	1	no	yes	no	no	yes	2	0.11	19
ORTHOMCL8200	0	0	0	1	1	no	no	no	yes	yes	6	0.43	14
ORTHOMCL8201	0	0	1	0	0	no	no	yes	no	no	1	0.14	7
ORTHOMCL8202	0	1	0	0	0	no	yes	no	no	no	6	0.86	7
ORTHOMCL8203	0	0	1	0	0	no	no	yes	no	no	6	0.60	10
ORTHOMCL8204	0	1	1	0	0	no	yes	yes	no	no	5	0.25	20
ORTHOMCL8205	0	1	0	0	0	no	yes	no	no	no	3	0.18	17
ORTHOMCL8206	1	0	0	1	0	yes	no	no	yes	no	2	0.10	20
ORTHOMCL8209	1	0	0	1	0	yes	no	no	yes	no	3	0.19	16
ORTHOMCL8210	1	0	0	0	0	yes	no	no	no	no	4	0.57	7
ORTHOMCL8211	1	1	0	0	1	yes	yes	no	no	yes	6	0.26	23
