OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL4507	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4508	1	0	1	1	yes	no	yes	no	20	1.25	16
ORTHOMCL4509	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4510	0	0	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4511	0	0	1	0	no	no	yes	no	20	1.82	11
ORTHOMCL4512	1	0	1	0	no	no	yes	no	20	1.43	14
ORTHOMCL4513	1	0	1	0	no	no	no	no	20	1.43	14
ORTHOMCL4514	1	1	1	0	no	no	yes	no	20	1.25	16
ORTHOMCL4515	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4516	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4517	0	0	0	1	no	no	no	yes	20	1.82	11
ORTHOMCL4518	0	1	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4519	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4520	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4521	1	0	1	0	yes	no	yes	no	20	1.67	12
ORTHOMCL4522	0	1	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4523	0	1	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4524	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4525	0	0	0	1	no	no	no	yes	20	2.22	9
ORTHOMCL4526	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4527	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4528	1	0	1	0	no	no	yes	no	20	1.43	14
ORTHOMCL4529	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4530	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4531	1	0	0	0	no	no	no	no	20	2.22	9
ORTHOMCL4532	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4533	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4534	0	0	1	0	no	no	yes	no	20	1.67	12
ORTHOMCL4535	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4536	0	0	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4537	0	0	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4538	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4539	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4540	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4541	1	0	1	0	yes	no	yes	no	20	1.67	12
ORTHOMCL4542	0	0	0	1	no	no	no	no	20	2.86	7
ORTHOMCL4543	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4544	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4545	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4546	1	1	1	0	no	no	yes	no	20	1.33	15
ORTHOMCL4547	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4548	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4549	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4550	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4551	0	0	1	0	no	no	yes	no	20	1.82	11
ORTHOMCL4552	1	0	1	1	yes	no	yes	yes	20	1.11	18
ORTHOMCL4553	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4554	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4555	1	1	1	0	no	no	yes	no	20	1.33	15
ORTHOMCL4556	0	0	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4557	0	0	1	1	no	no	yes	yes	20	1.25	16
ORTHOMCL4558	1	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4559	0	0	1	1	no	no	no	no	20	1.54	13
ORTHOMCL4560	1	1	1	0	no	no	yes	no	20	1.25	16
ORTHOMCL4561	0	0	1	0	no	no	yes	no	20	1.82	11
ORTHOMCL4562	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4563	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4564	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4565	1	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4566	0	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4567	1	1	1	0	yes	no	yes	no	20	1.25	16
ORTHOMCL4568	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4569	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4570	1	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4571	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4572	0	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4573	0	1	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4574	0	0	1	1	no	no	yes	yes	20	1.25	16
ORTHOMCL4575	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4576	1	0	1	0	no	no	yes	no	20	1.54	13
ORTHOMCL4577	1	1	1	0	no	no	yes	no	20	1.25	16
ORTHOMCL4578	0	1	0	1	no	no	no	yes	20	2.00	10
ORTHOMCL4579	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4580	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4581	0	0	0	1	no	no	no	no	20	2.50	8
ORTHOMCL4582	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4583	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4584	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4585	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4586	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4587	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4588	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4589	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4590	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4591	0	1	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4592	1	1	1	0	yes	no	no	no	20	1.25	16
ORTHOMCL4593	1	0	1	0	yes	no	yes	no	20	1.67	12
ORTHOMCL4594	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4595	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4596	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4597	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4598	0	0	0	1	no	no	no	yes	20	1.82	11
ORTHOMCL4599	1	0	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4600	1	1	1	1	no	yes	yes	no	20	1.11	18
ORTHOMCL4601	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4602	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4603	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4604	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4605	1	0	1	0	no	no	yes	no	20	1.54	13
ORTHOMCL4606	1	1	1	0	no	yes	yes	no	20	1.18	17
ORTHOMCL4607	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4608	1	0	1	0	yes	no	yes	no	20	2.00	10
ORTHOMCL4609	1	0	1	0	yes	no	yes	no	20	1.25	16
ORTHOMCL4610	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4611	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4612	0	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4613	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4614	0	1	0	1	no	no	no	no	20	2.00	10
ORTHOMCL4615	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4616	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4617	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4618	0	0	0	0	no	no	no	no	20	10.00	2
ORTHOMCL4619	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4620	0	1	1	0	no	no	yes	no	20	1.33	15
ORTHOMCL4621	0	0	1	1	no	no	yes	no	20	1.43	14
ORTHOMCL4622	1	0	1	0	yes	no	yes	no	20	1.43	14
ORTHOMCL4623	1	0	1	0	yes	no	no	no	20	1.54	13
ORTHOMCL4624	1	0	1	0	no	no	yes	no	20	1.67	12
ORTHOMCL4625	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4626	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4627	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4628	0	0	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4629	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4630	1	0	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4631	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4632	1	0	1	1	yes	no	yes	yes	20	1.11	18
ORTHOMCL4633	0	1	0	1	no	yes	no	no	20	1.67	12
ORTHOMCL4634	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4635	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4636	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4637	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4638	0	1	0	1	no	yes	no	yes	20	1.67	12
ORTHOMCL4639	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4640	1	1	1	0	no	no	yes	no	20	1.25	16
ORTHOMCL4641	1	1	1	0	yes	no	yes	no	20	1.18	17
ORTHOMCL4642	0	1	1	1	no	yes	yes	yes	20	1.11	18
ORTHOMCL4643	1	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4644	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4645	0	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4646	0	1	0	1	no	no	no	no	20	2.00	10
ORTHOMCL4647	1	1	1	1	yes	no	yes	yes	20	1.05	19
ORTHOMCL4648	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4649	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4650	1	1	0	1	yes	yes	no	yes	20	1.11	18
ORTHOMCL4651	0	0	1	0	no	no	yes	no	20	1.82	11
ORTHOMCL4652	1	0	1	0	no	no	yes	no	20	1.54	13
ORTHOMCL4653	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4654	0	1	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4655	0	0	0	1	no	no	no	no	20	1.67	12
ORTHOMCL4656	1	1	1	1	yes	no	yes	no	20	1.11	18
ORTHOMCL4657	1	0	1	1	yes	no	yes	yes	20	1.11	18
ORTHOMCL4658	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4659	0	1	1	1	no	no	yes	yes	20	1.18	17
ORTHOMCL4660	1	0	1	1	yes	no	yes	yes	20	1.11	18
ORTHOMCL4661	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4662	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4663	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4664	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4665	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4666	0	1	1	1	no	no	no	no	20	1.43	14
ORTHOMCL4667	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4668	0	0	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4669	0	0	1	0	no	no	no	no	20	3.33	6
ORTHOMCL4670	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4671	0	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4672	0	0	0	1	no	no	no	no	20	3.33	6
ORTHOMCL4673	0	1	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4674	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4675	1	0	1	0	yes	no	yes	no	20	1.25	16
ORTHOMCL4676	0	0	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4677	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4678	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4679	0	1	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4680	0	0	1	0	no	no	no	no	20	4.00	5
ORTHOMCL4681	1	0	1	1	no	no	yes	no	20	1.33	15
ORTHOMCL4682	0	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4683	1	1	1	1	no	no	yes	no	20	1.18	17
ORTHOMCL4684	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4685	1	0	1	1	yes	no	yes	yes	20	1.11	18
ORTHOMCL4686	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4687	1	1	1	1	no	no	yes	no	20	1.18	17
ORTHOMCL4688	1	1	1	1	no	yes	yes	no	20	1.11	18
ORTHOMCL4689	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4690	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4691	0	0	0	0	no	no	no	no	20	10.00	2
ORTHOMCL4692	0	1	0	0	no	no	no	no	20	2.22	9
ORTHOMCL4693	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4694	0	0	0	0	no	no	no	no	20	10.00	2
ORTHOMCL4695	1	0	1	0	yes	no	yes	no	20	1.54	13
ORTHOMCL4696	1	0	1	0	no	no	no	no	20	2.00	10
ORTHOMCL4697	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4698	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4699	0	1	0	1	no	no	no	no	20	2.50	8
ORTHOMCL4700	0	0	1	1	no	no	yes	yes	20	1.25	16
ORTHOMCL4701	1	0	1	0	yes	no	yes	no	20	1.43	14
ORTHOMCL4702	0	0	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4703	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4704	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4705	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4706	1	1	1	1	no	no	yes	yes	20	1.11	18
ORTHOMCL4707	1	0	1	1	no	no	yes	no	20	1.33	15
ORTHOMCL4708	0	1	0	1	no	yes	no	yes	20	1.67	12
ORTHOMCL4709	0	1	0	0	no	yes	no	no	20	1.43	14
ORTHOMCL4710	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4711	0	0	0	0	no	no	no	no	20	1.67	12
ORTHOMCL4712	0	1	0	1	no	yes	no	no	20	2.00	10
ORTHOMCL4713	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4714	0	0	1	0	no	no	yes	no	20	1.43	14
ORTHOMCL4715	0	0	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4716	0	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4717	1	1	1	1	no	yes	yes	yes	20	1.05	19
ORTHOMCL4718	1	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4719	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4720	0	0	1	0	no	no	no	no	20	3.33	6
ORTHOMCL4721	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4722	0	0	1	0	no	no	yes	no	20	1.67	12
ORTHOMCL4723	1	1	1	0	no	yes	yes	no	20	1.18	17
ORTHOMCL4724	0	0	1	0	no	no	no	no	20	4.00	5
ORTHOMCL4725	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4726	0	0	1	0	no	no	no	no	20	2.86	7
ORTHOMCL4727	1	0	1	0	yes	no	yes	no	20	1.43	14
ORTHOMCL4728	1	0	1	0	yes	no	yes	no	20	1.33	15
ORTHOMCL4729	0	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4730	1	0	1	1	yes	no	yes	no	20	1.25	16
ORTHOMCL4731	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4732	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4733	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4734	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4735	1	1	1	0	yes	no	yes	no	20	1.33	15
ORTHOMCL4736	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4737	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4738	0	1	1	1	no	no	yes	yes	20	1.18	17
ORTHOMCL4739	1	0	1	1	yes	no	yes	no	20	1.25	16
ORTHOMCL4740	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4741	0	1	1	1	no	yes	yes	yes	20	1.11	18
ORTHOMCL4742	0	0	1	0	no	no	no	no	20	1.54	13
ORTHOMCL4743	1	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4744	0	1	0	1	no	no	no	no	20	1.67	12
ORTHOMCL4745	1	0	1	0	no	no	yes	no	20	2.00	10
ORTHOMCL4746	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4747	0	0	1	0	no	no	no	no	20	3.33	6
ORTHOMCL4748	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4749	0	1	1	1	no	yes	yes	yes	20	1.11	18
ORTHOMCL4750	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4751	0	0	1	0	no	no	no	no	20	2.22	9
ORTHOMCL4752	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4753	1	0	1	0	yes	no	yes	no	20	1.33	15
ORTHOMCL4754	0	0	0	0	no	no	no	no	20	1.82	11
ORTHOMCL4755	1	0	1	1	yes	no	yes	no	20	1.43	14
ORTHOMCL4756	0	1	0	1	no	yes	no	yes	20	1.67	12
ORTHOMCL4757	0	0	1	0	no	no	no	no	20	5.00	4
ORTHOMCL4758	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4759	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4760	1	1	1	1	yes	yes	yes	yes	20	1.00	20
ORTHOMCL4761	0	1	1	1	no	no	yes	no	20	1.25	16
ORTHOMCL4762	0	0	0	0	no	no	no	no	20	3.33	6
ORTHOMCL4763	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4764	0	0	0	0	no	no	no	no	20	10.00	2
ORTHOMCL4765	0	0	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4766	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4767	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4768	0	0	1	0	no	no	no	no	20	3.33	6
ORTHOMCL4769	1	0	1	0	no	no	yes	no	20	1.33	15
ORTHOMCL4770	1	0	1	0	yes	no	yes	no	20	1.43	14
ORTHOMCL4771	0	0	1	0	no	no	yes	no	20	2.50	8
ORTHOMCL4772	0	0	0	0	no	no	no	no	20	2.22	9
ORTHOMCL4773	1	1	1	0	yes	no	yes	no	20	1.18	17
ORTHOMCL4774	0	0	0	0	no	no	no	no	20	4.00	5
ORTHOMCL4775	0	0	0	0	no	no	no	no	20	2.86	7
ORTHOMCL4776	1	0	1	0	yes	no	yes	no	20	1.43	14
ORTHOMCL4777	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4778	1	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4779	1	0	0	0	no	no	no	no	20	2.50	8
ORTHOMCL4780	1	0	1	0	no	no	yes	no	20	2.22	9
ORTHOMCL4781	0	0	1	0	no	no	yes	no	20	2.86	7
ORTHOMCL4782	0	1	0	0	no	yes	no	no	20	2.22	9
ORTHOMCL4783	1	1	1	0	no	no	yes	no	20	1.25	16
ORTHOMCL4784	0	0	0	0	no	no	no	no	20	6.67	3
ORTHOMCL4785	1	0	1	1	yes	no	yes	no	20	1.18	17
ORTHOMCL4786	1	1	0	1	no	yes	no	yes	20	1.18	17
ORTHOMCL4787	1	0	1	0	no	no	yes	no	20	1.54	13
ORTHOMCL4788	1	0	1	0	yes	no	yes	no	20	1.82	11
ORTHOMCL4789	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4790	0	0	0	0	no	no	no	no	20	5.00	4
ORTHOMCL4791	1	1	1	1	no	yes	yes	no	20	1.11	18
ORTHOMCL4792	0	0	0	0	no	no	no	no	20	20.00	1
ORTHOMCL4793	0	0	1	1	no	no	yes	no	19	1.27	15
ORTHOMCL4794	0	0	1	0	no	no	yes	no	19	2.38	8
ORTHOMCL4795	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4796	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4797	1	0	1	0	yes	no	yes	no	19	1.58	12
ORTHOMCL4798	1	1	1	1	no	no	yes	yes	19	1.06	18
ORTHOMCL4799	1	1	1	0	yes	no	yes	no	19	1.19	16
ORTHOMCL4800	1	1	1	1	no	no	yes	no	19	1.12	17
ORTHOMCL4801	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4802	0	0	1	1	no	no	yes	no	19	1.36	14
ORTHOMCL4803	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4804	0	0	0	1	no	no	no	no	19	1.90	10
ORTHOMCL4805	0	0	1	0	no	no	yes	no	19	2.38	8
ORTHOMCL4806	0	0	1	0	no	no	yes	no	19	2.11	9
ORTHOMCL4807	1	1	1	1	no	no	yes	yes	19	1.06	18
ORTHOMCL4808	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4809	0	0	1	0	no	no	yes	no	19	2.71	7
ORTHOMCL4810	0	0	0	1	no	no	no	no	19	1.90	10
ORTHOMCL4811	0	0	0	0	no	no	no	no	19	3.80	5
ORTHOMCL4812	1	0	1	1	yes	no	yes	no	19	1.12	17
ORTHOMCL4813	1	0	1	0	yes	no	yes	no	19	1.19	16
ORTHOMCL4814	1	0	1	1	no	no	yes	yes	19	1.12	17
ORTHOMCL4815	0	1	0	0	no	no	no	no	19	2.71	7
ORTHOMCL4816	1	0	1	0	yes	no	yes	no	19	1.73	11
ORTHOMCL4817	0	0	0	0	no	no	no	no	19	19.00	1
ORTHOMCL4818	1	1	1	1	no	yes	no	yes	19	1.06	18
ORTHOMCL4819	0	0	1	0	no	no	yes	no	19	2.71	7
ORTHOMCL4820	1	1	1	0	yes	no	yes	no	19	1.19	16
ORTHOMCL4821	1	0	1	0	yes	no	yes	no	19	1.27	15
ORTHOMCL4822	1	1	1	1	yes	yes	no	yes	19	1.00	19
ORTHOMCL4823	0	1	0	1	no	no	no	no	19	1.36	14
ORTHOMCL4824	1	1	1	1	yes	no	yes	no	19	1.06	18
ORTHOMCL4825	0	0	0	0	no	no	no	no	19	9.50	2
ORTHOMCL4826	1	0	1	0	no	no	yes	no	19	2.11	9
ORTHOMCL4827	0	0	1	0	no	no	yes	no	19	1.58	12
ORTHOMCL4828	1	0	1	0	no	no	yes	no	19	1.46	13
ORTHOMCL4829	0	0	0	0	no	no	no	no	19	19.00	1
ORTHOMCL4830	0	0	1	0	no	no	yes	no	19	1.58	12
ORTHOMCL4831	0	0	0	1	no	no	no	no	19	2.38	8
ORTHOMCL4832	0	0	1	0	no	no	yes	no	19	1.90	10
ORTHOMCL4833	0	0	1	0	no	no	yes	no	19	2.38	8
ORTHOMCL4834	0	0	1	0	no	no	no	no	19	1.58	12
ORTHOMCL4835	1	0	1	0	yes	no	yes	no	19	1.90	10
ORTHOMCL4836	1	0	1	1	yes	no	no	yes	19	1.12	17
ORTHOMCL4837	0	0	1	0	no	no	yes	no	19	2.71	7
ORTHOMCL4838	0	0	0	1	no	no	no	yes	19	2.11	9
ORTHOMCL4839	0	0	1	0	no	no	yes	no	19	1.36	14
ORTHOMCL4840	1	1	1	1	no	yes	yes	no	19	1.06	18
ORTHOMCL4841	0	0	1	0	no	no	no	no	19	3.17	6
ORTHOMCL4842	1	0	1	1	no	no	yes	no	19	1.27	15
ORTHOMCL4843	0	0	0	0	no	no	no	no	19	2.71	7
ORTHOMCL4844	0	0	0	0	no	no	no	no	19	9.50	2
ORTHOMCL4845	0	0	0	0	no	no	no	no	19	2.38	8
ORTHOMCL4846	0	0	1	0	no	no	yes	no	19	2.71	7
ORTHOMCL4847	0	0	0	0	no	no	no	no	19	3.80	5
ORTHOMCL4848	1	0	1	0	no	no	yes	no	19	1.73	11
ORTHOMCL4849	1	1	1	0	no	no	yes	no	19	1.19	16
ORTHOMCL4850	1	0	1	0	no	no	yes	no	19	2.11	9
ORTHOMCL4851	0	1	1	1	no	no	yes	no	19	1.19	16
ORTHOMCL4852	0	0	1	0	no	no	yes	no	19	1.36	14
ORTHOMCL4853	0	0	1	0	no	no	no	no	19	2.38	8
ORTHOMCL4854	1	0	1	1	yes	no	yes	no	19	1.19	16
ORTHOMCL4855	0	0	0	0	no	no	no	no	19	19.00	1
ORTHOMCL4856	1	1	1	1	no	yes	yes	yes	19	1.00	19
ORTHOMCL4857	0	0	0	0	no	no	no	no	19	2.38	8
ORTHOMCL4858	1	0	1	1	yes	no	yes	no	19	1.27	15
ORTHOMCL4859	1	1	1	1	yes	no	yes	no	19	1.06	18
ORTHOMCL4860	1	0	1	1	no	no	yes	no	19	1.19	16
ORTHOMCL4861	0	0	0	0	no	no	no	no	19	19.00	1
ORTHOMCL4862	1	0	1	0	no	no	yes	no	19	2.11	9
ORTHOMCL4863	1	1	1	1	no	no	yes	no	19	1.12	17
ORTHOMCL4864	1	0	1	1	yes	no	yes	yes	19	1.06	18
ORTHOMCL4865	0	0	0	0	no	no	no	no	19	4.75	4
ORTHOMCL4866	0	0	0	0	no	no	no	no	19	3.17	6
ORTHOMCL4867	0	0	0	1	no	no	no	yes	19	2.11	9
ORTHOMCL4868	0	1	0	1	no	no	no	yes	19	1.90	10
ORTHOMCL4869	0	0	1	0	no	no	yes	no	19	1.58	12
ORTHOMCL4870	1	0	1	0	no	no	yes	no	19	1.27	15
ORTHOMCL4871	0	0	0	0	no	no	no	no	19	6.33	3
ORTHOMCL4872	1	0	1	0	yes	no	yes	no	19	1.19	16
ORTHOMCL4873	0	0	0	0	no	no	no	no	19	3.80	5
ORTHOMCL4874	1	0	1	0	no	no	yes	no	19	1.58	12
ORTHOMCL4875	1	0	1	0	no	no	yes	no	19	2.11	9
ORTHOMCL4876	0	0	1	0	no	no	yes	no	19	1.46	13
ORTHOMCL4877	1	1	1	1	no	no	yes	yes	19	1.06	18
ORTHOMCL4878	1	0	1	1	yes	no	yes	no	19	1.12	17
ORTHOMCL4879	0	0	1	1	no	no	yes	yes	19	1.27	15
ORTHOMCL4880	0	0	0	0	no	no	no	no	19	4.75	4
ORTHOMCL4881	0	0	0	0	no	no	no	no	19	2.11	9
ORTHOMCL4882	1	0	1	0	no	no	yes	no	19	1.90	10
ORTHOMCL4883	1	1	1	0	yes	yes	yes	no	19	1.12	17
ORTHOMCL4884	1	0	1	0	no	no	yes	no	19	1.90	10
ORTHOMCL4885	0	1	0	1	no	no	no	no	19	2.11	9
ORTHOMCL4886	0	0	0	0	no	no	no	no	19	2.38	8
ORTHOMCL4887	0	0	1	1	no	no	yes	yes	19	1.27	15
ORTHOMCL4888	0	0	0	1	no	no	no	no	19	2.11	9
ORTHOMCL4889	1	1	1	1	no	yes	yes	no	19	1.06	18
ORTHOMCL4890	0	0	0	1	no	no	no	no	19	2.11	9
ORTHOMCL4891	1	1	1	0	no	no	yes	no	19	1.19	16
